"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-15&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-15~ref_cpp-d121317a.5-62-AEO2018.3-15~co2fee15-d022318a.5-62-AEO2018.3-15~co2fee25-d022318a.5-62-AEO2018.3-15&map=&sourcekey=1"
"Fri Sep 28 2018 10:39:46 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": Reference case with Clean Power Plan,62-AEO2018.40.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,1.149836,1.149836,1.399836,1.649836,1.899836,2.760603,3.857589,5.259876,9.626984,10.598572,10.598572,10.598572,14.063098,17.217537,17.217537,17.217537,17.217537,17.414318,18.867619,21.40527,25.175957,25.672152,25.688852,25.688852,27.408474,29.451082,31.338104,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": $15 carbon allowance fee,62-AEO2018.40.co2fee15-d022318a,"GW","- -","- -",0,0,0.0585,0.416127,13.419017,13.419017,13.419017,13.419017,13.419017,13.9041,14.645678,15.792723,17.446182,19.290894,22.386719,25.133173,26.917145,27.167145,31.881752,35.225056,36.977543,38.463627,40.732407,43.976078,44.303474,46.996735,47.246735,47.496735,48.028877,48.634136,49.313602,51.910442,53.357788,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": $25 carbon allowance fee,62-AEO2018.40.co2fee25-d022318a,"GW","- -","- -",0,0,0.0585,8.128226,13.226504,15.4692,15.4692,15.4692,16.62141,18.377317,19.75058,21.190279,22.055649,23.205904,23.468744,27.850077,31.856304,34.69997,35.972603,37.226868,37.858261,39.813396,42.658897,44.752125,45.709183,46.511711,46.999802,49.857128,52.537933,53.127048,53.947037,55.653557,56.931221,"- -"
Cumulative Electric Power Sector Additions,"Electricity: Electric Power Sector: Cumulative Total Additions",62-AEO2018.41.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Total Additions": Reference case,62-AEO2018.41.ref2018-d121317a,"GW","- -","- -",0.0185,0.0185,0.0185,0.0185,0.0185,0.0185,0.0185,1.691682,2.109398,2.359398,2.609398,2.859398,3.109398,4.391527,8.407586,10.065862,11.244838,13.958906,13.958906,14.69315,14.69315,15.428337,16.218521,16.218521,17.434568,18.505514,20.793249,22.291151,26.155891,26.155891,26.501152,26.551317,27.420624,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Total Additions": Reference case with Clean Power Plan,62-AEO2018.41.ref_cpp-d121317a,"GW","- -","- -",0.0185,0.0185,0.0185,0.0185,0.0185,0.0185,1.168336,1.168336,1.418336,1.668336,1.918336,2.779103,3.876089,5.278376,9.645484,10.617072,10.617072,10.617072,14.081598,17.236036,17.236036,17.236036,17.236036,17.432817,18.886118,21.423769,25.194456,25.690651,25.707352,25.707352,27.426973,29.469582,31.356604,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Total Additions": $15 carbon allowance fee,62-AEO2018.41.co2fee15-d022318a,"GW","- -","- -",0.0185,0.0185,0.077,0.434627,13.437517,13.437517,13.437517,13.437517,13.437517,13.922601,14.664178,15.811223,17.464682,19.309393,22.405218,25.151672,26.935644,27.185644,31.900251,35.243557,36.996044,38.482128,40.750908,43.994579,44.321976,47.015236,47.265236,47.515236,48.047379,48.652637,49.332104,51.928944,53.376289,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Total Additions": $25 carbon allowance fee,62-AEO2018.41.co2fee25-d022318a,"GW","- -","- -",0.0185,0.0185,0.077,8.146727,13.245005,15.4877,15.4877,15.4877,16.63991,18.395817,19.769079,21.208778,22.074148,23.224403,23.487244,27.868576,31.874804,34.718472,35.991104,37.245369,37.876762,39.831898,42.677399,44.770626,45.727684,46.530212,47.018303,49.875629,52.556435,53.14555,53.965538,55.672058,56.949722,"- -"
Cumulative Retirements,,62-AEO2018.43.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Retirements: Coal",62-AEO2018.44.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case,62-AEO2018.44.ref2018-d121317a,"GW","- -","- -",0.428,0.428,1.266,2.6198,3.4788,5.2928,6.4388,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,6.875801,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case with Clean Power Plan,62-AEO2018.44.ref_cpp-d121317a,"GW","- -","- -",0.428,0.428,1.266,2.6198,3.4688,5.2928,5.2928,5.2928,5.7428,5.9168,5.9168,6.0908,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,6.3538,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $15 carbon allowance fee,62-AEO2018.44.co2fee15-d022318a,"GW","- -","- -",0.428,0.428,1.5288,2.7528,4.2888,6.5318,8.969801,11.3528,13.594801,16.478802,16.478802,17.348801,17.514801,17.954802,17.954802,18.225801,18.225801,18.225801,18.225801,18.799803,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,20.079802,20.079802,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $25 carbon allowance fee,62-AEO2018.44.co2fee25-d022318a,"GW","- -","- -",0.428,0.428,1.5288,2.7528,4.2298,6.5158,8.607801,11.4608,14.3258,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,19.378801,20.079802,20.079802,20.079802,20.079802,20.079802,20.079802,20.079802,20.079802,20.079802,20.079802,20.079802,20.079802,20.079802,20.079802,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam",62-AEO2018.45.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case,62-AEO2018.45.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.45.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.45.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.45.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.702718,0.797,0.797,0.797,0.797,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle",62-AEO2018.46.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case,62-AEO2018.46.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0.725,0.725,0.725,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.46.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0.725,0.725,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,1.601,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $15 carbon allowance fee,62-AEO2018.46.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0.725,0.725,0.725,0.725,0.725,0.725,1.045,1.045,1.045,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $25 carbon allowance fee,62-AEO2018.46.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0.725,0.725,0.725,0.725,1.045,1.045,1.045,1.045,1.045,1.045,2.324,"- -"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel",62-AEO2018.47.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case,62-AEO2018.47.ref2018-d121317a,"GW","- -","- -",0,0,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.2129,0.2129,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,0.2218,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.47.ref_cpp-d121317a,"GW","- -","- -",0,0,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.1439,0.3935,0.3939,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,0.4024,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.47.co2fee15-d022318a,"GW","- -","- -",0,0,0,0.1224,0.1244,0.1244,0.1244,0.1244,0.1244,0.1244,0.1244,0.1244,0.1244,0.1248,0.1333,0.1449,0.1506,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.47.co2fee25-d022318a,"GW","- -","- -",0,0,0,0.1224,0.1244,0.1244,0.1244,0.1244,0.1244,0.1244,0.1244,0.1244,0.1244,0.1248,0.1333,0.1449,0.1506,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1551,0.1587,0.1604,"- -"
Nuclear Power,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear",62-AEO2018.48.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case,62-AEO2018.48.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case with Clean Power Plan,62-AEO2018.48.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $15 carbon allowance fee,62-AEO2018.48.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $25 carbon allowance fee,62-AEO2018.48.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Pumped Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage",62-AEO2018.49.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case,62-AEO2018.49.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.49.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $15 carbon allowance fee,62-AEO2018.49.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $25 carbon allowance fee,62-AEO2018.49.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage",62-AEO2018.50.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case,62-AEO2018.50.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.50.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.50.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.50.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells",62-AEO2018.51.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case,62-AEO2018.51.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.51.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $15 carbon allowance fee,62-AEO2018.51.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $25 carbon allowance fee,62-AEO2018.51.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources",62-AEO2018.52.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case,62-AEO2018.52.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.52.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $15 carbon allowance fee,62-AEO2018.52.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $25 carbon allowance fee,62-AEO2018.52.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total,"Electricity: Electric Power Sector: Cumulative Retirements: Total",62-AEO2018.53.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case,62-AEO2018.53.ref2018-d121317a,"GW","- -","- -",0.428,0.428,1.4099,2.7637,4.3477,6.1617,7.3727,8.685701,8.685701,8.685701,8.685701,8.685701,8.754702,8.754702,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,8.763601,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case with Clean Power Plan,62-AEO2018.53.ref_cpp-d121317a,"GW","- -","- -",0.428,0.428,1.4099,2.7637,4.3377,6.1617,7.102701,7.102701,7.552701,7.7267,7.7267,7.9007,8.413301,8.4137,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,8.422201,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $15 carbon allowance fee,62-AEO2018.53.co2fee15-d022318a,"GW","- -","- -",0.428,0.428,1.5288,2.8752,4.4132,6.656199,9.0942,11.4772,13.7192,16.668203,16.668203,17.538202,17.704203,18.144604,18.153103,18.435703,18.441401,18.4459,18.4459,19.019901,19.5989,19.5989,19.5989,20.3239,20.3239,20.3239,20.3239,20.3239,20.3239,20.3239,20.6439,21.3449,21.3449,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $25 carbon allowance fee,62-AEO2018.53.co2fee25-d022318a,"GW","- -","- -",0.428,0.428,1.5288,2.8752,4.3542,6.6402,8.732201,11.585199,14.450201,19.568203,19.568203,19.568203,19.568203,19.568604,19.577103,19.588703,19.5944,19.5989,19.5989,20.2999,20.2999,21.0249,21.0249,21.0249,21.0249,21.0249,21.3449,21.3449,21.982618,22.0769,22.0769,22.0805,23.361202,"- -"
End-Use Sectors,,62-AEO2018.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: End-Use Sectors: Capacity: Coal",62-AEO2018.57.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Coal": Reference case,62-AEO2018.57.ref2018-d121317a,"GW",0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,"0.0%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Coal": Reference case with Clean Power Plan,62-AEO2018.57.ref_cpp-d121317a,"GW",0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,"0.0%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $15 carbon allowance fee,62-AEO2018.57.co2fee15-d022318a,"GW",0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,"0.0%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $25 carbon allowance fee,62-AEO2018.57.co2fee25-d022318a,"GW",0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,0.121282,"0.0%"
Petroleum,"Electricity: End-Use Sectors: Capacity: Petroleum",62-AEO2018.58.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case,62-AEO2018.58.ref2018-d121317a,"GW",0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,"0.0%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case with Clean Power Plan,62-AEO2018.58.ref_cpp-d121317a,"GW",0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,"0.0%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $15 carbon allowance fee,62-AEO2018.58.co2fee15-d022318a,"GW",0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,"0.0%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $25 carbon allowance fee,62-AEO2018.58.co2fee25-d022318a,"GW",0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,"0.0%"
Natural Gas,"Electricity: End-Use Sectors: Capacity: Natural Gas",62-AEO2018.59.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Natural Gas": Reference case,62-AEO2018.59.ref2018-d121317a,"GW",0.072574,0.091299,0.10759,0.158817,0.178566,0.198383,0.218503,0.239644,0.261858,0.284713,0.308182,0.332578,0.357913,0.384137,0.411019,0.43859,0.466467,0.494718,0.523267,0.552199,0.581689,0.611933,0.642923,0.674621,0.706836,0.740244,0.774891,0.810687,0.849038,0.889224,0.931634,0.977517,1.027087,1.080678,1.139458,"7.9%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Natural Gas": Reference case with Clean Power Plan,62-AEO2018.59.ref_cpp-d121317a,"GW",0.072574,0.091586,0.108632,0.160959,0.182062,0.203708,0.226094,0.249593,0.274324,0.299828,0.32588,0.35281,0.38061,0.409241,0.438571,0.468563,0.498863,0.52955,0.560579,0.592198,0.624624,0.657948,0.692056,0.726961,0.762845,0.801424,0.842485,0.886402,0.934422,0.986542,1.041608,1.10113,1.165788,1.235878,1.312601,"8.4%"
