"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-21&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-21~ref_cpp-d121317a.5-62-AEO2018.3-21~co2fee15-d022318a.5-62-AEO2018.3-21~co2fee25-d022318a.5-62-AEO2018.3-21&map=&sourcekey=1"
"Fri Sep 28 2018 10:41:54 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case,62-AEO2018.44.ref2018-d121317a,"GW","- -","- -",0,0,0.2185,1.4735,2.3415,2.3415,2.3415,2.6095,3.2795,3.2795,3.2795,3.2795,3.2795,3.2795,3.9415,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,4.1615,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case with Clean Power Plan,62-AEO2018.44.ref_cpp-d121317a,"GW","- -","- -",0,0,0.2185,1.4735,2.3415,2.3415,2.3415,2.6095,3.2795,3.2795,3.2795,3.2795,3.2795,3.2795,3.2795,3.2795,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,3.6115,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $15 carbon allowance fee,62-AEO2018.44.co2fee15-d022318a,"GW","- -","- -",0,0,0.2185,1.4735,2.3415,2.3415,3.0815,3.3495,4.0195,4.0195,4.0195,4.351501,4.351501,4.822501,8.368902,8.368902,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,8.899901,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $25 carbon allowance fee,62-AEO2018.44.co2fee25-d022318a,"GW","- -","- -",0,0,0.1835,1.8055,2.6735,3.4135,3.4135,3.6815,4.351501,4.351501,4.351501,4.351501,4.351501,5.784501,6.424501,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,8.368902,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam",62-AEO2018.45.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case,62-AEO2018.45.ref2018-d121317a,"GW","- -","- -",0.113,0.113,0.3505,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.45.ref_cpp-d121317a,"GW","- -","- -",0.113,0.113,0.3505,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,0.5715,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.45.co2fee15-d022318a,"GW","- -","- -",0.113,0.113,0.3505,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.7935,0.7935,1.3595,1.8895,2.393816,3.140816,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,3.4895,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.45.co2fee25-d022318a,"GW","- -","- -",0.113,0.113,0.3505,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,0.4635,3.4975,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,4.0205,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle",62-AEO2018.46.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case,62-AEO2018.46.ref2018-d121317a,"GW","- -","- -",0,0,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,1.7934,2.2554,2.2554,2.2554,2.2554,2.2554,2.2554,2.8844,2.8844,2.8844,2.8844,2.8844,2.8844,2.8844,2.8844,2.8844,2.8844,2.8844,2.8844,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.46.ref_cpp-d121317a,"GW","- -","- -",0,0,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,0.6134,1.7934,2.2554,2.2554,2.2554,2.2554,2.2554,2.2554,2.2554,2.2554,2.2554,2.2554,2.2554,2.8928,2.8928,2.8928,2.8928,2.8928,2.8928,2.8928,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $15 carbon allowance fee,62-AEO2018.46.co2fee15-d022318a,"GW","- -","- -",0,0,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,1.7934,2.2554,2.5034,2.5034,2.5034,2.5034,2.5034,2.5034,2.5034,2.5034,2.5034,2.5034,2.5034,2.5118,2.5118,2.5118,2.5118,2.5118,2.5118,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $25 carbon allowance fee,62-AEO2018.46.co2fee25-d022318a,"GW","- -","- -",0,0,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.7504,0.9224,0.9224,1.7934,2.5034,2.5034,2.5034,2.7793,2.7793,2.7793,2.7793,2.7793,3.4167,3.4167,3.4167,3.4167,3.4167,3.4167,3.4167,3.4167,3.4167,"- -"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel",62-AEO2018.47.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case,62-AEO2018.47.ref2018-d121317a,"GW","- -","- -",0,0.006,0.0201,0.0201,0.0201,0.0201,0.0321,0.0369,0.0481,0.0481,0.0481,0.0481,0.0481,0.0481,0.244,0.244,0.244,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,0.2821,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.47.ref_cpp-d121317a,"GW","- -","- -",0,0.006,0.0201,0.0201,0.0201,0.0458,0.0506,0.0506,0.0506,0.0506,0.0506,0.0618,0.0618,0.0618,0.0738,0.1376,0.1736,0.1876,0.2257,0.2282,0.2282,0.2282,0.2282,0.2282,0.2282,0.2282,0.2282,0.2282,0.2282,0.2282,0.2282,0.2282,0.2282,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.47.co2fee15-d022318a,"GW","- -","- -",0,0.006,0.0201,0.0201,0.0201,0.0321,0.0369,0.0481,0.0601,0.0738,0.0738,0.0738,0.0738,0.0738,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,0.2723,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.47.co2fee25-d022318a,"GW","- -","- -",0,0.006,0.0201,0.0201,0.0321,0.0369,0.0481,0.0643,0.0836,0.0836,0.0836,0.0836,0.0836,0.0836,0.0836,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,0.1376,"- -"
Nuclear Power,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear",62-AEO2018.48.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case,62-AEO2018.48.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case with Clean Power Plan,62-AEO2018.48.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $15 carbon allowance fee,62-AEO2018.48.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2006,0.401181,0.401181,0.401181,0.401181,0.401181,0.401181,0.401181,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $25 carbon allowance fee,62-AEO2018.48.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2006,0.401181,0.401181,0.401181,0.401181,0.401181,0.401181,0.401181,"- -"
Pumped Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage",62-AEO2018.49.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case,62-AEO2018.49.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.49.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $15 carbon allowance fee,62-AEO2018.49.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $25 carbon allowance fee,62-AEO2018.49.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage",62-AEO2018.50.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case,62-AEO2018.50.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.50.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.50.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.50.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells",62-AEO2018.51.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case,62-AEO2018.51.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.51.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $15 carbon allowance fee,62-AEO2018.51.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $25 carbon allowance fee,62-AEO2018.51.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources",62-AEO2018.52.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case,62-AEO2018.52.ref2018-d121317a,"GW","- -","- -",0,0.1038,0.1038,0.1038,0.1038,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.52.ref_cpp-d121317a,"GW","- -","- -",0,0.1038,0.1038,0.1038,0.1038,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $15 carbon allowance fee,62-AEO2018.52.co2fee15-d022318a,"GW","- -","- -",0,0.1038,0.1038,0.1038,0.1038,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $25 carbon allowance fee,62-AEO2018.52.co2fee25-d022318a,"GW","- -","- -",0,0.1038,0.1038,0.1038,0.1038,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,0.1052,"- -"
Total,"Electricity: Electric Power Sector: Cumulative Retirements: Total",62-AEO2018.53.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case,62-AEO2018.53.ref2018-d121317a,"GW","- -","- -",0.113,0.2228,1.4433,2.8113,3.6793,3.6807,3.6927,3.9655,4.646701,4.646701,4.646701,4.646701,4.646701,4.646701,6.655601,7.337601,8.517599,8.5557,8.5557,8.5557,8.5557,9.1847,9.1847,9.1847,9.1847,9.1847,9.1847,9.1847,9.1847,9.1847,9.1847,9.1847,9.1847,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case with Clean Power Plan,62-AEO2018.53.ref_cpp-d121317a,"GW","- -","- -",0.113,0.2228,1.3063,2.6743,3.5423,3.5694,3.5742,3.842201,4.5122,4.5122,4.5122,4.5234,4.5234,4.5234,5.8234,7.529201,7.897201,7.911201,7.949301,7.9518,7.9518,7.9518,7.9518,7.9518,7.9518,7.9518,8.589199,8.589199,8.589199,8.589199,8.589199,8.589199,8.589199,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $15 carbon allowance fee,62-AEO2018.53.co2fee15-d022318a,"GW","- -","- -",0.113,0.2228,1.4433,2.8113,3.6793,3.6927,4.4375,4.716701,5.398701,5.4124,5.4124,5.744401,6.0744,6.545402,11.899302,12.891302,14.174618,14.921618,15.270302,15.270302,15.270302,15.270302,15.270302,15.270302,15.270302,15.470901,15.671483,15.679883,15.679883,15.679883,15.679883,15.679883,15.679883,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $25 carbon allowance fee,62-AEO2018.53.co2fee25-d022318a,"GW","- -","- -",0.113,0.2228,1.4083,3.1433,4.0233,4.7695,4.780701,5.0649,5.7542,5.7542,5.7542,5.7542,5.7542,7.359201,7.999202,13.902601,15.135601,15.135601,15.135601,15.411501,15.411501,15.411501,15.411501,15.411501,16.048901,16.2495,16.450081,16.450081,16.450081,16.450081,16.450081,16.450081,16.450081,"- -"
End-Use Sectors,,62-AEO2018.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: End-Use Sectors: Capacity: Coal",62-AEO2018.57.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Coal": Reference case,62-AEO2018.57.ref2018-d121317a,"GW",0.742629,0.79004,0.71929,0.709747,0.715148,0.704085,0.685991,0.674451,0.666857,0.658556,0.64885,0.640911,0.632066,0.618008,0.610657,0.604106,0.596756,0.588765,0.582715,0.575043,0.567125,0.56172,0.549575,0.538519,0.529311,0.520364,0.511543,0.499255,0.486742,0.47525,0.462677,0.45246,0.442801,0.431101,0.41852,"-1.9%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Coal": Reference case with Clean Power Plan,62-AEO2018.57.ref_cpp-d121317a,"GW",0.742629,0.790106,0.721949,0.71108,0.716469,0.704563,0.692659,0.67333,0.661958,0.659044,0.644624,0.633975,0.627005,0.612693,0.604063,0.596369,0.587106,0.579306,0.571766,0.564048,0.556774,0.550136,0.537344,0.526311,0.517415,0.507614,0.498123,0.486797,0.47498,0.462998,0.450599,0.439689,0.429345,0.418092,0.405871,"-2.0%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $15 carbon allowance fee,62-AEO2018.57.co2fee15-d022318a,"GW",0.742629,0.790395,0.712328,0.704347,0.726449,0.704727,0.678393,0.66845,0.657816,0.647665,0.638381,0.62901,0.61993,0.609545,0.599494,0.593371,0.587293,0.579676,0.573889,0.567527,0.559978,0.553563,0.542411,0.533097,0.52393,0.516968,0.506911,0.496639,0.485289,0.474402,0.46427,0.45376,0.443848,0.433295,0.421732,"-1.9%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $25 carbon allowance fee,62-AEO2018.57.co2fee25-d022318a,"GW",0.742629,0.790436,0.709488,0.699106,0.736939,0.708319,0.674538,0.663475,0.65435,0.646007,0.635291,0.625867,0.616927,0.6064,0.600067,0.593693,0.586098,0.580268,0.574446,0.567655,0.562868,0.555577,0.545847,0.536545,0.528178,0.519908,0.51248,0.500797,0.490151,0.478219,0.466972,0.457672,0.448245,0.436552,0.425535,"-1.9%"
Petroleum,"Electricity: End-Use Sectors: Capacity: Petroleum",62-AEO2018.58.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case,62-AEO2018.58.ref2018-d121317a,"GW",0.039076,0.037788,0.03649,0.035192,0.035195,0.035198,0.035201,0.035203,0.035206,0.035208,0.03521,0.035214,0.035217,0.035222,0.035227,0.035232,0.035237,0.035241,0.035246,0.035249,0.035254,0.035258,0.035262,0.035267,0.035272,0.035277,0.035282,0.035287,0.035291,0.035296,0.0353,0.035305,0.035309,0.035314,0.035319,"-0.2%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case with Clean Power Plan,62-AEO2018.58.ref_cpp-d121317a,"GW",0.039076,0.037788,0.03649,0.035192,0.035195,0.035198,0.035201,0.035203,0.035205,0.035207,0.03521,0.035213,0.035217,0.035222,0.035227,0.035233,0.035239,0.035244,0.035248,0.035252,0.035256,0.03526,0.035265,0.035269,0.035274,0.035278,0.035283,0.035288,0.035292,0.035296,0.0353,0.035304,0.035308,0.035312,0.035317,"-0.2%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $15 carbon allowance fee,62-AEO2018.58.co2fee15-d022318a,"GW",0.039076,0.037788,0.03649,0.035192,0.035194,0.035197,0.0352,0.035203,0.035206,0.035208,0.03521,0.035214,0.035219,0.035225,0.035232,0.03524,0.035247,0.035253,0.035258,0.035263,0.035268,0.035272,0.035277,0.035282,0.035288,0.035293,0.035299,0.035305,0.03531,0.035316,0.035322,0.035328,0.035334,0.03534,0.035347,"-0.2%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $25 carbon allowance fee,62-AEO2018.58.co2fee25-d022318a,"GW",0.039076,0.037788,0.03649,0.035192,0.035195,0.035197,0.0352,0.035203,0.035206,0.035208,0.035211,0.035215,0.03522,0.035227,0.035235,0.035244,0.035252,0.035258,0.035264,0.035269,0.035274,0.035279,0.035284,0.035289,0.035294,0.0353,0.035306,0.035311,0.035317,0.035323,0.035328,0.035335,0.035341,0.035347,0.035354,"-0.2%"
Natural Gas,"Electricity: End-Use Sectors: Capacity: Natural Gas",62-AEO2018.59.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Natural Gas": Reference case,62-AEO2018.59.ref2018-d121317a,"GW",0.343779,0.358224,0.363036,0.383845,0.394875,0.40521,0.416199,0.423398,0.428716,0.43651,0.444922,0.455413,0.466378,0.475573,0.486917,0.498598,0.511405,0.524417,0.538037,0.552092,0.566841,0.582406,0.597528,0.613222,0.630597,0.648579,0.667529,0.687297,0.707851,0.730175,0.752432,0.77632,0.801034,0.826069,0.852212,"2.7%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Natural Gas": Reference case with Clean Power Plan,62-AEO2018.59.ref_cpp-d121317a,"GW",0.343785,0.358477,0.363908,0.38516,0.396911,0.408058,0.420904,0.42889,0.434739,0.444385,0.453395,0.46498,0.477198,0.488089,0.500317,0.514091,0.528533,0.543363,0.559058,0.575236,0.592216,0.610208,0.627396,0.645547,0.665513,0.685823,0.706855,0.729621,0.752697,0.777289,0.801791,0.827506,0.854374,0.881888,0.91011,"2.9%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Natural Gas": $15 carbon allowance fee,62-AEO2018.59.co2fee15-d022318a,"GW",0.350031,0.3656,0.37121,0.393823,0.408814,0.42158,0.435399,0.452116,0.466714,0.477992,0.490354,0.505289,0.521091,0.537564,0.553631,0.571577,0.590875,0.610543,0.631393,0.652641,0.674736,0.697338,0.720152,0.743931,0.769629,0.796316,0.823218,0.852326,0.882845,0.915097,0.94824,0.982461,1.018204,1.055172,1.09334,"3.4%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Natural Gas": $25 carbon allowance fee,62-AEO2018.59.co2fee25-d022318a,"GW",0.349879,0.365981,0.372056,0.395369,0.41308,0.42725,0.442387,0.461303,0.481733,0.493782,0.508795,0.525999,0.54467,0.563689,0.58291,0.603349,0.62546,0.647434,0.671904,0.696058,0.721489,0.746927,0.772811,0.800127,0.828832,0.85925,0.891046,0.92353,0.958135,0.994843,1.033164,1.073276,1.114508,1.156462,1.200059,"3.7%"
Other Gaseous Fuels,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels",62-AEO2018.60.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": Reference case,62-AEO2018.60.ref2018-d121317a,"GW",0.000519,0.00054,0.000554,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,"0.7%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": Reference case with Clean Power Plan,62-AEO2018.60.ref_cpp-d121317a,"GW",0.000519,0.00054,0.000554,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,0.000683,"0.7%"
