"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-5&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-5~ref_cpp-d121317a.5-62-AEO2018.3-5~co2fee15-d022318a.5-62-AEO2018.3-5~co2fee25-d022318a.5-62-AEO2018.3-5&map=&sourcekey=1"
"Fri Sep 28 2018 10:32:54 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
Total Unplanned Additions,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions",62-AEO2018.40.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": Reference case,62-AEO2018.40.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0.001766,0.001766,0.003612,0.005526,0.007977,0.010318,0.011857,0.052954,0.100224,0.269519,0.505179,0.562404,0.977516,1.865993,2.381566,2.535823,2.584702,2.745172,3.079595,3.308041,4.186536,4.794457,5.135505,5.8338,6.137753,6.377373,6.410919,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": Reference case with Clean Power Plan,62-AEO2018.40.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0.001039,0.001494,0.00181,0.003815,0.004674,0.018937,0.022231,0.027333,0.666332,1.410611,1.807324,1.815321,1.824001,1.969999,2.213879,2.220689,2.376105,2.642863,3.263583,3.581913,4.057472,4.092516,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": $15 carbon allowance fee,62-AEO2018.40.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0.874951,1.500674,1.642099,1.720563,1.908912,1.908912,1.908912,1.908912,3.294067,4.104702,4.119692,4.219064,5.440654,6.567462,6.579264,7.333097,7.748034,8.254626,8.685634,8.936443,9.187163,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": $25 carbon allowance fee,62-AEO2018.40.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0.028,0.279257,0.966128,0.966128,1.522263,3.458939,3.463649,3.463649,3.973971,6.171874,6.366093,6.923543,7.539401,7.789401,8.213581,8.463581,9.064603,9.314603,9.779579,10.030659,10.282679,10.802359,"- -"
Cumulative Electric Power Sector Additions,"Electricity: Electric Power Sector: Cumulative Total Additions",62-AEO2018.41.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Total Additions": Reference case,62-AEO2018.41.ref2018-d121317a,"GW","- -","- -",1.0597,1.4317,1.4317,1.4317,1.4317,1.4317,1.433466,1.433466,1.435312,1.437226,1.439677,1.442019,1.443557,1.484654,1.531925,1.701219,1.936879,1.994105,2.409216,3.297694,3.813267,3.967523,4.016402,4.176872,4.511295,4.739741,5.618236,6.226157,6.567205,7.265501,7.569453,7.809073,7.842619,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Total Additions": Reference case with Clean Power Plan,62-AEO2018.41.ref_cpp-d121317a,"GW","- -","- -",1.0597,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.432739,1.433194,1.433511,1.435515,1.436374,1.450637,1.453931,1.459033,2.098032,2.842311,3.239024,3.247021,3.255701,3.401699,3.645579,3.652389,3.807805,4.074563,4.695283,5.013614,5.489172,5.524217,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Total Additions": $15 carbon allowance fee,62-AEO2018.41.co2fee15-d022318a,"GW","- -","- -",1.0597,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,2.306651,2.932375,3.073799,3.152263,3.340612,3.340612,3.340612,3.340612,4.725767,5.536403,5.551393,5.650764,6.872354,7.999162,8.010964,8.764797,9.179733,9.686327,10.117334,10.368143,10.618864,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Total Additions": $25 carbon allowance fee,62-AEO2018.41.co2fee25-d022318a,"GW","- -","- -",1.0597,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4317,1.4597,1.710958,2.397828,2.397828,2.953963,4.890639,4.89535,4.89535,5.405671,7.603574,7.797793,8.355244,8.971101,9.221101,9.645281,9.895281,10.496304,10.746304,11.211279,11.462358,11.714378,12.234058,"- -"
Cumulative Retirements,,62-AEO2018.43.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Retirements: Coal",62-AEO2018.44.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case,62-AEO2018.44.ref2018-d121317a,"GW","- -","- -",0,0,0,0.0475,0.2034,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case with Clean Power Plan,62-AEO2018.44.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0.0475,0.0954,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $15 carbon allowance fee,62-AEO2018.44.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0.0954,0.2034,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $25 carbon allowance fee,62-AEO2018.44.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0.0954,0.2034,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.5339,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,0.9173,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam",62-AEO2018.45.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case,62-AEO2018.45.ref2018-d121317a,"GW","- -","- -",0,0,0.049,0.049,0.2243,0.2243,0.2243,0.2243,0.2243,0.2243,0.2243,0.2243,0.2243,0.2243,0.2243,0.2243,0.2243,0.2243,0.5773,1.3882,1.959,1.959,1.959,1.959,1.959,1.959,2.3592,2.8071,2.8071,2.8071,2.8071,2.8071,2.8071,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.45.ref_cpp-d121317a,"GW","- -","- -",0,0,0.049,0.049,0.049,0.5773,0.9773,0.9773,0.9773,0.9773,0.9773,0.9773,0.9773,0.9773,0.9773,0.9773,0.9773,0.9773,0.9773,1.7882,2.359,2.359,2.359,2.359,2.359,2.359,2.359,2.359,2.359,2.7592,2.7592,3.2071,3.2071,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.45.co2fee15-d022318a,"GW","- -","- -",0,0,0.049,0.049,0.049,0.5773,0.9773,0.9773,0.9773,0.9773,1.7882,1.7882,1.7882,1.7882,1.7882,1.7882,1.7882,1.7882,1.7882,1.7882,1.7882,2.359,2.359,2.359,2.7592,3.2071,3.2071,3.2071,4.177101,4.177101,4.177101,4.177101,4.177101,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.45.co2fee25-d022318a,"GW","- -","- -",0,0,0.049,0.049,0.049,0.2243,0.6243,0.9773,0.9773,0.9773,1.7882,1.7882,1.7882,1.7882,1.7882,2.359,2.359,2.359,2.359,2.359,3.7292,3.7292,4.177101,4.177101,4.177101,4.177101,4.177101,4.7301,4.7301,4.7301,4.7301,4.7301,4.7301,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle",62-AEO2018.46.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case,62-AEO2018.46.ref2018-d121317a,"GW","- -","- -",0,0,0.3544,0.8824,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.2434,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.251848,1.399848,1.399848,1.603848,1.603848,1.603848,1.603848,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.46.ref_cpp-d121317a,"GW","- -","- -",0,0,0.3544,0.8824,1.62225,1.62225,1.62225,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,1.749384,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $15 carbon allowance fee,62-AEO2018.46.co2fee15-d022318a,"GW","- -","- -",0,0,0.3544,0.633,1.261802,1.608951,1.608951,1.608951,1.608951,1.608951,1.608951,1.608951,1.608951,1.608951,1.608951,1.608951,1.608951,1.608951,1.696503,1.696503,1.900503,1.900503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,2.249503,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $25 carbon allowance fee,62-AEO2018.46.co2fee25-d022318a,"GW","- -","- -",0,0,0.3544,0.633,1.325369,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,1.927503,2.090303,2.090303,2.487303,2.487303,2.487303,2.741303,2.972303,3.092403,3.092403,3.092403,"- -"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel",62-AEO2018.47.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case,62-AEO2018.47.ref2018-d121317a,"GW","- -","- -",0,0,0.003001,0.010301,0.010301,0.010301,0.010301,0.010301,0.010301,0.010301,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.47.ref_cpp-d121317a,"GW","- -","- -",0,0,0.0073,0.010301,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.47.co2fee15-d022318a,"GW","- -","- -",0,0,0.0073,0.010301,0.010301,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.47.co2fee25-d022318a,"GW","- -","- -",0,0,0.003001,0.010301,0.010301,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.018001,0.036401,"- -"
Nuclear Power,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear",62-AEO2018.48.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case,62-AEO2018.48.ref2018-d121317a,"GW","- -","- -",0,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,1.301871,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case with Clean Power Plan,62-AEO2018.48.ref_cpp-d121317a,"GW","- -","- -",0,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,1.301871,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $15 carbon allowance fee,62-AEO2018.48.co2fee15-d022318a,"GW","- -","- -",0,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,1.301871,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $25 carbon allowance fee,62-AEO2018.48.co2fee25-d022318a,"GW","- -","- -",0,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,0.6772,1.301871,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,1.926369,"- -"
Pumped Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage",62-AEO2018.49.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case,62-AEO2018.49.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.49.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $15 carbon allowance fee,62-AEO2018.49.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $25 carbon allowance fee,62-AEO2018.49.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage",62-AEO2018.50.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case,62-AEO2018.50.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.50.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.50.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.50.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells",62-AEO2018.51.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case,62-AEO2018.51.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.51.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $15 carbon allowance fee,62-AEO2018.51.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $25 carbon allowance fee,62-AEO2018.51.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources",62-AEO2018.52.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case,62-AEO2018.52.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.52.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $15 carbon allowance fee,62-AEO2018.52.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $25 carbon allowance fee,62-AEO2018.52.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,0.005,"- -"
Total,"Electricity: Electric Power Sector: Cumulative Retirements: Total",62-AEO2018.53.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case,62-AEO2018.53.ref2018-d121317a,"GW","- -","- -",0,0.6772,1.083601,1.666401,2.358601,2.689101,2.689101,2.689101,2.689101,2.689101,2.696801,2.705249,3.32992,3.954418,3.954418,3.954418,3.954418,3.954418,4.307417,5.118317,5.689117,5.689117,5.689117,5.689117,5.689117,5.689117,6.089317,6.685218,6.685218,6.894218,6.894218,6.894218,6.894218,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case with Clean Power Plan,62-AEO2018.53.ref_cpp-d121317a,"GW","- -","- -",0,0.6772,1.0879,1.666401,2.461851,3.42865,3.82865,3.955784,3.955784,3.955784,3.955784,3.955784,4.580455,5.204953,5.204953,5.204953,5.204953,5.204953,5.204953,6.015854,6.586654,6.586654,6.586654,6.586654,6.586654,6.586654,6.586654,6.586654,6.586654,6.991853,6.991853,7.439754,7.439754,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $15 carbon allowance fee,62-AEO2018.53.co2fee15-d022318a,"GW","- -","- -",0,0.6772,1.0879,1.369501,2.093703,3.084852,3.815351,3.815351,3.815351,3.815351,4.626252,4.626252,5.250923,5.875421,5.875421,5.875421,5.875421,5.875421,5.962973,5.962973,6.166973,6.737772,6.764772,6.764772,7.164972,7.612873,7.612873,7.612873,8.582874,8.587875,8.587875,8.587875,8.909874,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $25 carbon allowance fee,62-AEO2018.53.co2fee25-d022318a,"GW","- -","- -",0,0.6772,1.083601,1.369501,2.15727,3.050404,3.780903,4.133904,4.133904,4.133904,4.944804,4.944804,5.569475,6.193973,6.193973,6.764772,6.764772,6.764772,7.148173,7.148173,8.518373,8.518373,8.966274,9.129074,9.129074,9.526073,9.526073,10.079075,10.333075,10.569075,10.689175,10.689175,10.707575,"- -"
End-Use Sectors,,62-AEO2018.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: End-Use Sectors: Capacity: Coal",62-AEO2018.57.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Coal": Reference case,62-AEO2018.57.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Coal": Reference case with Clean Power Plan,62-AEO2018.57.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $15 carbon allowance fee,62-AEO2018.57.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $25 carbon allowance fee,62-AEO2018.57.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Petroleum,"Electricity: End-Use Sectors: Capacity: Petroleum",62-AEO2018.58.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case,62-AEO2018.58.ref2018-d121317a,"GW",0.016426,0.016494,0.016447,0.016458,0.016472,0.016489,0.016505,0.016518,0.016529,0.016539,0.016553,0.016571,0.016591,0.016613,0.016639,0.016668,0.016694,0.016716,0.016738,0.016758,0.01678,0.0168,0.016821,0.016845,0.016867,0.01689,0.016915,0.016938,0.016959,0.01698,0.016999,0.017023,0.017044,0.017066,0.017089,"0.1%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case with Clean Power Plan,62-AEO2018.58.ref_cpp-d121317a,"GW",0.016426,0.016494,0.016449,0.016459,0.016472,0.01649,0.016504,0.016516,0.016527,0.016537,0.016552,0.01657,0.016589,0.016614,0.016643,0.016675,0.016704,0.016728,0.016749,0.016769,0.016791,0.01681,0.016833,0.016855,0.016877,0.016902,0.016928,0.016953,0.016976,0.016998,0.017018,0.017042,0.017065,0.017088,0.017113,"0.1%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $15 carbon allowance fee,62-AEO2018.58.co2fee15-d022318a,"GW",0.016426,0.016494,0.016445,0.016457,0.016471,0.016484,0.0165,0.016515,0.016529,0.016539,0.016554,0.016575,0.0166,0.016631,0.016668,0.016708,0.016744,0.016774,0.016801,0.016826,0.016851,0.016873,0.016898,0.016928,0.016956,0.016986,0.017019,0.01705,0.01708,0.01711,0.01714,0.017174,0.017207,0.017239,0.017272,"0.1%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $25 carbon allowance fee,62-AEO2018.58.co2fee25-d022318a,"GW",0.016426,0.016494,0.016446,0.016459,0.016472,0.016483,0.016499,0.016515,0.016529,0.016541,0.016555,0.016577,0.016605,0.016641,0.016684,0.01673,0.016771,0.016804,0.016837,0.016866,0.016896,0.016921,0.016947,0.016977,0.017006,0.017035,0.01707,0.017104,0.017141,0.017178,0.017218,0.017262,0.017306,0.017345,0.017388,"0.2%"
Natural Gas,"Electricity: End-Use Sectors: Capacity: Natural Gas",62-AEO2018.59.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
