"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-2&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-2~ref_cpp-d121317a.5-62-AEO2018.3-2~co2fee15-d022318a.5-62-AEO2018.3-2~co2fee25-d022318a.5-62-AEO2018.3-2&map=&sourcekey=1"
"Fri Sep 28 2018 10:32:31 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $25 carbon allowance fee,62-AEO2018.44.co2fee25-d022318a,"GW","- -","- -",2.018,2.018,2.36,2.977,3.854,5.312,6.914001,6.914001,7.626,8.395,8.395,8.395,8.395,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,8.627001,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam",62-AEO2018.45.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case,62-AEO2018.45.ref2018-d121317a,"GW","- -","- -",0.076,0.6,0.6,0.728,0.803,0.803,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.45.ref_cpp-d121317a,"GW","- -","- -",0.076,0.6,0.6,0.706,0.803,0.803,1.3794,1.3794,1.3794,1.3794,1.3794,1.3794,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,2.3924,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.45.co2fee15-d022318a,"GW","- -","- -",0.076,0.6,0.6,0.728,0.803,0.803,1.3794,1.3794,2.3924,4.044401,4.044401,4.044401,4.044401,4.044401,4.044401,4.044401,4.044401,4.044401,4.044401,4.044401,4.044401,4.756401,4.756401,5.466401,5.466401,5.466401,5.466401,5.466401,5.466401,7.090401,7.549401,7.549401,7.549401,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.45.co2fee25-d022318a,"GW","- -","- -",0.076,0.6,0.6,0.728,0.803,0.803,0.803,3.0314,4.044401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,5.668401,6.127401,6.127401,6.127401,6.127401,6.127401,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle",62-AEO2018.46.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case,62-AEO2018.46.ref2018-d121317a,"GW","- -","- -",0,0,0.603,0.829,1.4298,1.6188,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.46.ref_cpp-d121317a,"GW","- -","- -",0,0,0.603,0.829,1.116,1.305,1.305,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,1.9326,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $15 carbon allowance fee,62-AEO2018.46.co2fee15-d022318a,"GW","- -","- -",0,0,0.603,0.829,1.7436,1.7436,1.7436,1.7826,1.7826,1.7826,1.7826,1.7826,1.7826,1.7826,1.7826,1.7826,1.7826,1.7826,1.9326,1.9326,1.9326,1.9326,1.9326,2.2276,2.2276,2.2276,2.2276,2.2276,2.66,2.66,3.5976,4.0996,4.0996,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $25 carbon allowance fee,62-AEO2018.46.co2fee25-d022318a,"GW","- -","- -",0,0,0.603,0.603,1.047,1.047,1.116,1.116,1.116,1.155,1.155,1.155,1.155,1.155,1.155,1.155,1.305,1.305,1.305,1.9326,1.9326,1.9326,2.365,2.365,2.86,2.86,3.7976,3.7976,4.0996,4.4796,4.4796,4.4796,6.391301,"- -"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel",62-AEO2018.47.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case,62-AEO2018.47.ref2018-d121317a,"GW","- -","- -",0,0,0.205,0.7247,0.7247,0.7567,0.7717,0.9427,0.9427,0.9427,0.9427,0.9427,0.9427,0.9427,0.9427,0.9427,1.0347,1.0347,1.0347,1.0347,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,1.039,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.47.ref_cpp-d121317a,"GW","- -","- -",0,0,0.205,0.7247,0.7247,0.7567,0.7717,1.0957,1.2667,1.2667,1.2667,1.2667,1.2667,1.2667,1.2667,1.2667,1.3587,1.3587,1.3587,1.3587,1.363,1.363,1.363,1.363,1.363,1.363,1.363,1.363,1.363,1.363,1.363,1.363,1.363,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.47.co2fee15-d022318a,"GW","- -","- -",0,0,0.205,0.252,0.252,0.284,0.7087,0.7087,0.7087,0.7087,0.7087,0.7087,0.7087,0.7087,0.7087,0.7087,0.8007,0.8007,0.8007,0.8007,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.805,0.837,0.837,0.842,0.842,0.842,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.47.co2fee25-d022318a,"GW","- -","- -",0,0,0.205,0.252,0.252,0.284,0.3536,0.3536,0.3536,0.3536,0.3536,0.3536,0.3536,0.3536,0.3536,0.3536,0.4456,0.4456,0.4456,0.4456,0.4499,0.4499,0.4499,0.4499,0.4499,0.4499,0.4499,0.4499,0.4499,0.4499,0.4499,0.4499,0.4499,"- -"
Nuclear Power,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear",62-AEO2018.48.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case,62-AEO2018.48.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case with Clean Power Plan,62-AEO2018.48.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $15 carbon allowance fee,62-AEO2018.48.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $25 carbon allowance fee,62-AEO2018.48.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Pumped Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage",62-AEO2018.49.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case,62-AEO2018.49.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.49.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $15 carbon allowance fee,62-AEO2018.49.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $25 carbon allowance fee,62-AEO2018.49.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage",62-AEO2018.50.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case,62-AEO2018.50.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.50.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.50.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.50.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells",62-AEO2018.51.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case,62-AEO2018.51.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.51.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $15 carbon allowance fee,62-AEO2018.51.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $25 carbon allowance fee,62-AEO2018.51.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources",62-AEO2018.52.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case,62-AEO2018.52.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.52.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $15 carbon allowance fee,62-AEO2018.52.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $25 carbon allowance fee,62-AEO2018.52.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total,"Electricity: Electric Power Sector: Cumulative Retirements: Total",62-AEO2018.53.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case,62-AEO2018.53.ref2018-d121317a,"GW","- -","- -",2.094,2.618,3.426,4.641701,5.9185,6.888501,7.793701,7.9647,7.9647,7.9647,7.9647,7.9647,7.9647,8.196701,8.196701,8.4897,8.581701,8.581701,8.581701,8.581701,8.586,8.586,8.586,8.586,8.586,8.586,8.586,8.586,8.586,8.586,8.586,8.586,8.586,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case with Clean Power Plan,62-AEO2018.53.ref_cpp-d121317a,"GW","- -","- -",2.094,2.618,3.426,4.619701,5.899701,6.413702,7.298101,8.249701,8.4797,8.4797,8.4797,8.4797,9.492701,9.724701,9.724701,9.724701,9.8167,9.8167,9.8167,9.8167,9.821001,9.821001,9.821001,9.821001,9.821001,9.821001,9.821001,9.821001,9.821001,9.821001,9.821001,9.821001,9.821001,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $15 carbon allowance fee,62-AEO2018.53.co2fee15-d022318a,"GW","- -","- -",2.094,2.618,3.768,4.786001,6.215601,7.9726,10.308701,10.8437,11.856701,13.508701,13.508701,13.508701,13.508701,13.740702,13.740702,13.740702,13.832701,13.832701,13.9827,13.9827,13.987,14.698999,14.698999,15.703999,15.703999,15.703999,15.703999,15.703999,16.1684,17.792398,19.193998,19.695999,19.695999,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $25 carbon allowance fee,62-AEO2018.53.co2fee25-d022318a,"GW","- -","- -",2.094,2.618,3.768,4.560001,5.956,7.446001,9.1866,11.415001,13.140001,15.571997,15.571997,15.571997,15.571997,15.803997,15.803997,15.803997,16.045998,16.045998,16.045998,16.673597,16.677898,16.677898,17.110298,17.110298,17.605299,17.605299,18.5429,18.5429,19.3039,19.683899,19.683899,19.683899,21.595598,"- -"
End-Use Sectors,,62-AEO2018.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: End-Use Sectors: Capacity: Coal",62-AEO2018.57.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Coal": Reference case,62-AEO2018.57.ref2018-d121317a,"GW",0.024151,0.025085,0.023777,0.023589,0.023463,0.023363,0.02323,0.023038,0.022811,0.022555,0.022347,0.0222,0.022057,0.021948,0.021858,0.021802,0.021682,0.021495,0.021279,0.021025,0.020785,0.0205,0.020205,0.019931,0.019627,0.01931,0.018989,0.018636,0.018246,0.017836,0.017399,0.016977,0.016525,0.01606,0.015584,"-1.4%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Coal": Reference case with Clean Power Plan,62-AEO2018.57.ref_cpp-d121317a,"GW",0.024151,0.025085,0.023815,0.023617,0.023467,0.023371,0.023222,0.023013,0.022773,0.022522,0.022327,0.022174,0.022035,0.021958,0.021918,0.021899,0.021819,0.021648,0.021424,0.021161,0.02091,0.020616,0.020307,0.020012,0.019695,0.019357,0.019016,0.018647,0.018243,0.017812,0.017355,0.016917,0.01645,0.015973,0.01549,"-1.5%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $15 carbon allowance fee,62-AEO2018.57.co2fee15-d022318a,"GW",0.024151,0.025085,0.023749,0.023585,0.023432,0.023276,0.023152,0.022999,0.022803,0.022551,0.022357,0.022251,0.022192,0.022216,0.02228,0.022375,0.022375,0.022267,0.022101,0.021874,0.02164,0.021353,0.021052,0.020775,0.020465,0.020153,0.019841,0.019496,0.019121,0.018731,0.018311,0.017909,0.017467,0.017007,0.016525,"-1.3%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $25 carbon allowance fee,62-AEO2018.57.co2fee25-d022318a,"GW",0.024151,0.025085,0.023772,0.023614,0.023451,0.023262,0.023134,0.022994,0.022812,0.02258,0.022372,0.022283,0.022272,0.022358,0.022513,0.02268,0.022738,0.022666,0.022516,0.022292,0.022063,0.021762,0.021449,0.021165,0.020843,0.020513,0.020181,0.019822,0.019436,0.019029,0.018592,0.018176,0.017727,0.017253,0.016753,"-1.2%"
Petroleum,"Electricity: End-Use Sectors: Capacity: Petroleum",62-AEO2018.58.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case,62-AEO2018.58.ref2018-d121317a,"GW",0.006388,0.006531,0.0065,0.006507,0.006517,0.006528,0.006538,0.006547,0.006554,0.006561,0.00657,0.006582,0.006595,0.00661,0.006626,0.006646,0.006663,0.006678,0.006692,0.006705,0.00672,0.006733,0.006746,0.006762,0.006777,0.006792,0.006808,0.006824,0.006838,0.006851,0.006864,0.006879,0.006894,0.006908,0.006923,"0.2%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case with Clean Power Plan,62-AEO2018.58.ref_cpp-d121317a,"GW",0.006388,0.006531,0.006501,0.006508,0.006517,0.006528,0.006538,0.006546,0.006553,0.00656,0.006569,0.006581,0.006594,0.00661,0.006629,0.00665,0.006669,0.006685,0.006699,0.006712,0.006726,0.006739,0.006752,0.006767,0.006781,0.006795,0.00681,0.006825,0.006837,0.006849,0.006861,0.006874,0.006887,0.0069,0.006914,"0.2%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $15 carbon allowance fee,62-AEO2018.58.co2fee15-d022318a,"GW",0.006388,0.006531,0.006499,0.006507,0.006516,0.006525,0.006535,0.006545,0.006554,0.006561,0.00657,0.006584,0.006601,0.006622,0.006646,0.006672,0.006696,0.006716,0.006734,0.006749,0.006766,0.006781,0.006795,0.006813,0.006829,0.006847,0.006865,0.006884,0.006901,0.006919,0.006936,0.006957,0.006976,0.006995,0.007015,"0.2%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $25 carbon allowance fee,62-AEO2018.58.co2fee25-d022318a,"GW",0.006388,0.006531,0.0065,0.006508,0.006516,0.006524,0.006534,0.006545,0.006554,0.006562,0.006571,0.006585,0.006604,0.006628,0.006656,0.006687,0.006713,0.006735,0.006755,0.006771,0.006789,0.006803,0.006818,0.006836,0.006852,0.00687,0.006888,0.006906,0.006924,0.006942,0.006959,0.006979,0.006999,0.007018,0.007037,"0.2%"
Natural Gas,"Electricity: End-Use Sectors: Capacity: Natural Gas",62-AEO2018.59.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Natural Gas": Reference case,62-AEO2018.59.ref2018-d121317a,"GW",0.123557,0.146109,0.153952,0.148248,0.158261,0.16831,0.178462,0.189085,0.200243,0.211746,0.223551,0.23584,0.248618,0.261849,0.275472,0.289516,0.303764,0.318246,0.332961,0.347993,0.36338,0.379242,0.395597,0.412469,0.429902,0.448156,0.467378,0.487612,0.509676,0.533425,0.558322,0.584957,0.613442,0.643951,0.677058,"4.8%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Natural Gas": Reference case with Clean Power Plan,62-AEO2018.59.ref_cpp-d121317a,"GW",0.123558,0.146252,0.154467,0.149313,0.160006,0.170974,0.18235,0.19426,0.206792,0.219805,0.233148,0.24697,0.261328,0.276155,0.291429,0.307147,0.323091,0.339318,0.355813,0.372781,0.390263,0.408364,0.426984,0.446159,0.46615,0.487709,0.510773,0.535623,0.563121,0.593448,0.625232,0.659162,0.695611,0.734704,0.777066,"5.2%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Natural Gas": $15 carbon allowance fee,62-AEO2018.59.co2fee15-d022318a,"GW",0.123747,0.147859,0.15759,0.154872,0.169108,0.183444,0.197836,0.212735,0.228731,0.24563,0.263486,0.282638,0.303139,0.325423,0.34937,0.375046,0.402417,0.431616,0.462845,0.496618,0.533497,0.572904,0.615203,0.659719,0.707095,0.758527,0.814005,0.874064,0.939199,1.009717,1.084169,1.162079,1.243459,1.328035,1.41633,"7.1%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Natural Gas": $25 carbon allowance fee,62-AEO2018.59.co2fee25-d022318a,"GW",0.123728,0.148922,0.159938,0.159702,0.179112,0.199071,0.218879,0.240071,0.262994,0.288054,0.315041,0.34436,0.376035,0.409839,0.446261,0.485567,0.527725,0.572668,0.620377,0.671228,0.725367,0.782819,0.843859,0.908422,0.975839,1.048049,1.124277,1.205002,1.290662,1.381092,1.47508,1.572552,1.673578,1.77762,1.88539,"8.0%"
Other Gaseous Fuels,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels",62-AEO2018.60.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": Reference case,62-AEO2018.60.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": Reference case with Clean Power Plan,62-AEO2018.60.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": $15 carbon allowance fee,62-AEO2018.60.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": $25 carbon allowance fee,62-AEO2018.60.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: End-Use Sectors: Capacity: Renewable Sources",62-AEO2018.61.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Renewable Sources": Reference case,62-AEO2018.61.ref2018-d121317a,"GW",0.517507,0.639232,0.747742,0.865787,0.979021,1.08735,1.17366,1.252231,1.340916,1.442331,1.557894,1.687624,1.83249,1.998675,2.192014,2.405031,2.634256,2.881282,3.14494,3.426861,3.724883,4.03776,4.370079,4.720369,5.092943,5.482801,5.891338,6.323727,6.776253,7.249454,7.750171,8.277955,8.831248,9.418555,10.031418,"8.7%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.61.ref_cpp-d121317a,"GW",0.517507,0.639296,0.748223,0.866171,0.979388,1.088273,1.175242,1.255201,1.345809,1.449482,1.567647,1.701032,1.853181,2.031916,2.240871,2.469166,2.713357,2.974672,3.251196,3.545308,3.854697,4.179139,4.522985,4.884598,5.267728,5.666964,6.086547,6.530327,6.995689,7.484074,7.997585,8.533335,9.094389,9.686887,10.3057,"8.8%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.61.co2fee15-d022318a,"GW",0.517507,0.639241,0.747651,0.866071,0.980615,1.092333,1.182755,1.26696,1.361536,1.467349,1.588742,1.727724,1.887565,2.075402,2.292737,2.529436,2.783109,3.054337,3.342084,3.648774,3.971065,4.308375,4.665006,5.039106,5.438383,5.856908,6.294372,6.756175,7.239765,7.744552,8.27626,8.833497,9.419792,10.042291,10.693157,"8.9%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.61.co2fee25-d022318a,"GW",0.517507,0.639268,0.747915,0.866395,0.9818,1.095345,1.187955,1.275264,1.373426,1.482607,1.608811,1.755494,1.925725,2.125682,2.353815,2.599746,2.861097,3.140394,3.436536,3.751526,4.081322,4.425093,4.789663,5.175168,5.584194,6.010052,6.451885,6.914357,7.397007,7.902166,8.438993,9.001493,9.585925,10.204325,10.850657,"9.0%"
Other,"Electricity: End-Use Sectors: Capacity: Other",62-AEO2018.62.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
