"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-9&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-9~ref_cpp-d121317a.5-62-AEO2018.3-9~co2fee15-d022318a.5-62-AEO2018.3-9~co2fee25-d022318a.5-62-AEO2018.3-9&map=&sourcekey=1"
"Fri Sep 28 2018 10:33:46 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Fuel Cells": $15 carbon allowance fee,62-AEO2018.37.co2fee15-d022318a,"GW","- -","- -",0,0,0.000081,0.000162,0.000243,0.000324,0.000405,0.000486,0.000567,0.000648,0.000729,0.00081,0.000891,0.000972,0.001054,0.00111,0.001136,0.001147,0.001153,0.001159,0.00116,0.001161,0.001162,0.001163,0.001164,0.001165,0.001166,0.004423,0.004423,0.004423,0.004423,0.004423,0.004423,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Fuel Cells": $25 carbon allowance fee,62-AEO2018.37.co2fee25-d022318a,"GW","- -","- -",0,0,0.000081,0.000162,0.000243,0.000324,0.000405,0.000486,0.000567,0.000648,0.000729,0.00081,0.000891,0.000972,0.001054,0.00111,0.001136,0.001147,0.001153,0.001159,0.00116,0.001161,0.001162,0.001163,0.001164,0.001165,0.001165,0.001165,0.001165,0.001165,0.001165,0.001165,0.055829,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Renewable Sources",62-AEO2018.38.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Renewable Sources": Reference case,62-AEO2018.38.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0.018445,0.018445,0.454053,0.454053,0.454053,0.454053,0.454053,0.469273,0.469273,0.469273,0.469273,0.469273,0.469273,0.469273,0.501685,0.501685,0.501685,0.501685,0.536422,0.576565,0.61435,0.61435,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.38.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065349,0.065349,0.963883,0.963883,0.963883,0.963883,0.963883,0.963883,0.963883,0.963883,0.963883,0.963883,1.032712,1.107671,1.107671,1.107671,1.107671,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Renewable Sources": $15 carbon allowance fee,62-AEO2018.38.co2fee15-d022318a,"GW","- -","- -",0,0.037008,0.037008,0.037008,0.985526,1.461618,3.498619,5.059519,5.059519,5.059519,5.124165,5.219241,5.219241,5.219241,11.403182,11.403182,11.429374,11.429374,11.475818,11.475818,11.475818,11.475818,11.475818,12.222995,15.403385,15.409451,15.41214,15.553431,15.568758,15.821056,15.961071,15.961071,15.961071,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Renewable Sources": $25 carbon allowance fee,62-AEO2018.38.co2fee25-d022318a,"GW","- -","- -",0,0.193781,0.193781,0.193781,0.715984,2.07386,4.208528,5.157168,5.434935,5.794502,5.920244,6.052497,6.213787,6.24242,6.379778,13.937402,13.942592,13.950667,13.950667,14.68184,16.890606,16.890606,17.307764,17.307764,17.307764,17.307764,17.307764,17.307764,17.307764,17.307764,17.309685,17.310455,17.326157,"- -"
Distributed Generation,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation",62-AEO2018.39.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation": Reference case,62-AEO2018.39.ref2018-d121317a,"GW","- -","- -",0,0.095656,0.097255,0.100638,0.107189,0.112211,0.115931,0.12208,0.133725,0.148804,0.165499,0.18352,0.201785,0.225178,0.250607,0.277323,0.305231,0.333061,0.361184,0.390195,0.419403,0.44833,0.527292,0.61438,0.71316,0.822214,0.935416,1.04368,1.159281,1.275966,1.391768,1.511823,1.642019,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.39.ref_cpp-d121317a,"GW","- -","- -",0,0.095463,0.096002,0.096002,0.098077,0.098491,0.100064,0.100356,0.102846,0.111284,0.119642,0.128266,0.140571,0.159498,0.182361,0.204637,0.228416,0.251956,0.276234,0.30313,0.329795,0.35725,0.38461,0.41505,0.524461,0.560301,0.594653,0.688854,0.796206,0.916021,1.047161,1.18149,1.321101,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation": $15 carbon allowance fee,62-AEO2018.39.co2fee15-d022318a,"GW","- -","- -",0,0.096098,0.096098,0.096098,0.096098,0.096098,0.096098,0.096098,0.100124,0.100124,0.106158,0.112088,0.117835,0.124204,0.124204,0.130316,0.137446,0.144902,0.1534,0.16315,0.172566,0.181856,0.189706,0.198095,0.207489,0.217538,0.227585,0.23641,0.246287,0.256597,0.268586,0.281984,0.295592,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation": $25 carbon allowance fee,62-AEO2018.39.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Unplanned Additions,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions",62-AEO2018.40.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": Reference case,62-AEO2018.40.ref2018-d121317a,"GW","- -","- -",0,0.095656,0.097336,0.1008,0.107432,0.112535,0.116336,0.122567,0.221061,0.23622,0.376367,1.704415,2.928737,3.804861,4.144443,4.82848,5.591941,6.181388,6.920562,8.104635,9.033278,9.579668,10.0391,10.454715,11.596214,12.29942,13.005613,14.25247,15.740983,16.502987,17.305445,18.015577,18.270193,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": Reference case with Clean Power Plan,62-AEO2018.40.ref_cpp-d121317a,"GW","- -","- -",0,0.095463,0.096083,0.096164,0.09832,0.098815,0.100469,0.100843,0.103413,0.111932,0.120371,0.129077,0.451766,1.353492,4.619309,5.559793,6.329573,6.353123,8.970584,9.563075,9.768466,10.105942,10.431743,11.084447,12.760221,12.796062,12.830417,12.936172,13.559561,17.280415,18.066748,18.201077,18.340689,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": $15 carbon allowance fee,62-AEO2018.40.co2fee15-d022318a,"GW","- -","- -",0,0.133106,0.133187,0.133268,1.081867,1.558041,3.595122,5.156103,5.376918,5.475613,6.29256,7.670063,9.57739,9.649131,15.833152,17.566229,18.354626,19.640526,20.963299,21.385872,21.607637,22.041677,22.319307,23.296129,27.358774,29.473366,30.240295,31.639437,34.499237,36.389172,37.487309,37.845043,38.360794,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": $25 carbon allowance fee,62-AEO2018.40.co2fee25-d022318a,"GW","- -","- -",0,0.193781,0.193862,0.193943,0.716227,2.074185,4.208933,5.157655,7.093781,8.855156,9.748018,10.561792,11.566797,12.81694,13.952255,21.509937,21.765152,22.835533,23.13673,24.422808,26.881575,27.566292,29.478523,30.602432,31.621872,33.299011,33.549011,35.108761,35.805161,36.60022,36.852142,37.171898,37.659485,"- -"
Cumulative Electric Power Sector Additions,"Electricity: Electric Power Sector: Cumulative Total Additions",62-AEO2018.41.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Total Additions": Reference case,62-AEO2018.41.ref2018-d121317a,"GW","- -","- -",5.9964,7.378256,7.379936,7.3834,7.390032,7.395135,7.398936,7.405167,7.503661,7.518821,7.658967,8.987015,10.211338,11.087461,11.427043,12.11108,12.874542,13.463988,14.203162,15.387236,16.31588,16.862268,17.321701,17.737316,18.878815,19.58202,20.288214,21.53507,23.023582,23.785587,24.588045,25.298178,25.552794,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Total Additions": Reference case with Clean Power Plan,62-AEO2018.41.ref_cpp-d121317a,"GW","- -","- -",5.9964,7.378063,7.378684,7.378765,7.380921,7.381415,7.38307,7.383443,7.386014,7.394533,7.402971,7.411677,7.734367,8.636093,11.90191,12.842394,13.612173,13.635723,16.253185,16.845676,17.051067,17.388542,17.714344,18.367046,20.04282,20.078663,20.113018,20.218773,20.842161,24.563015,25.349348,25.483677,25.623289,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Total Additions": $15 carbon allowance fee,62-AEO2018.41.co2fee15-d022318a,"GW","- -","- -",5.9964,7.415706,7.415787,7.415868,8.364468,8.840641,10.877722,12.438704,12.659518,12.758213,13.575161,14.952663,16.859989,16.931732,23.115753,24.848829,25.637226,26.923126,28.245899,28.668472,28.890238,29.324278,29.601908,30.57873,34.641373,36.755966,37.522896,38.922035,41.781837,43.671772,44.769909,45.127644,45.643394,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Total Additions": $25 carbon allowance fee,62-AEO2018.41.co2fee25-d022318a,"GW","- -","- -",5.9964,7.476381,7.476462,7.476543,7.998828,9.356785,11.491533,12.440255,14.376382,16.137756,17.030619,17.844393,18.849398,20.099541,21.234856,28.792538,29.047752,30.118134,30.419331,31.705408,34.164177,34.848892,36.761124,37.885033,38.904472,40.581612,40.831612,42.391361,43.087761,43.88282,44.134743,44.454498,44.942085,"- -"
Cumulative Retirements,,62-AEO2018.43.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Retirements: Coal",62-AEO2018.44.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case,62-AEO2018.44.ref2018-d121317a,"GW","- -","- -",0,0,0.381,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,2.225,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case with Clean Power Plan,62-AEO2018.44.ref_cpp-d121317a,"GW","- -","- -",0,0,0.381,1.3685,1.6735,1.6735,1.6735,1.6735,1.6735,1.6845,1.6845,1.6845,1.6845,1.6845,1.6845,1.6845,1.6845,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,2.9575,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $15 carbon allowance fee,62-AEO2018.44.co2fee15-d022318a,"GW","- -","- -",0,0,0.4645,1.1785,1.3685,1.7105,3.0205,3.0205,3.0205,3.0205,3.0205,3.8705,4.720501,4.720501,6.973501,6.973501,6.973501,6.973501,6.973501,6.973501,6.973501,6.973501,6.973501,6.973501,6.973501,7.725501,7.725501,8.477502,8.477502,8.477502,8.477502,8.477502,8.477502,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $25 carbon allowance fee,62-AEO2018.44.co2fee25-d022318a,"GW","- -","- -",0,0,0.381,1.1785,1.3685,2.0165,2.6845,4.384501,4.720501,5.993501,5.993501,6.589501,7.198502,7.198502,7.198502,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,8.360501,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam",62-AEO2018.45.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case,62-AEO2018.45.ref2018-d121317a,"GW","- -","- -",0.4448,0.5928,0.9728,1.6828,1.7798,2.1598,2.3128,2.3128,2.3128,2.4388,2.4388,3.1058,3.1058,4.2698,4.2698,4.2698,4.2698,4.29485,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,4.8535,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.45.ref_cpp-d121317a,"GW","- -","- -",0.4448,0.5928,0.9728,1.6828,2.1598,2.4388,2.4388,2.4388,2.7698,2.7698,2.7698,2.7698,2.7698,4.2698,4.2698,4.632801,4.632801,4.632801,4.632801,4.632801,4.632801,4.632801,4.632801,4.632801,4.632801,4.632801,5.133,5.133,5.133,5.133,5.133,5.133,5.133,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.45.co2fee15-d022318a,"GW","- -","- -",0.4448,0.5928,0.9728,1.6828,2.2858,2.4388,3.6028,3.706,3.706,3.706,3.706,4.341,4.862,4.862,4.862,4.862,4.862,5.604,5.604,5.604,5.604,5.604,5.604,5.604,5.604,5.604,5.70889,5.740341,6.98734,9.259307,9.401002,9.401002,9.401002,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.45.co2fee25-d022318a,"GW","- -","- -",0.4448,0.5928,1.3528,1.3528,2.2858,2.4388,3.6028,3.706,4.103,4.103,4.103,4.624,4.624,4.624,5.366,5.366,5.366,5.366,5.366,5.366,5.366,5.366,7.10434,7.62386,7.818,7.818,7.818,7.818,9.518001,9.518001,9.518001,9.518001,9.518001,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle",62-AEO2018.46.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case,62-AEO2018.46.ref2018-d121317a,"GW","- -","- -",0.1629,0.1629,0.6623,0.6891,0.6891,0.6891,0.6891,0.6891,0.6891,0.6891,0.6891,0.6891,0.6891,0.6891,0.6891,0.7625,0.7625,0.7625,0.7625,1.0565,1.0767,1.2217,1.2217,1.2217,1.2217,1.2217,1.2217,1.2217,1.2217,1.4267,1.4267,1.7427,1.7427,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.46.ref_cpp-d121317a,"GW","- -","- -",0.1629,0.1629,0.6623,0.7625,0.7625,0.7625,0.7625,0.7625,0.7625,0.7625,0.7625,0.7625,0.7625,0.7625,0.7625,1.0565,1.0565,1.0565,1.0565,1.2015,1.2217,1.2217,1.2217,1.2217,1.2217,1.4317,2.9659,2.9659,2.9659,3.4869,3.4869,3.4869,3.4869,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $15 carbon allowance fee,62-AEO2018.46.co2fee15-d022318a,"GW","- -","- -",0.1629,0.1629,0.6623,1.0767,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.3888,1.3888,1.3888,2.5228,2.5228,2.5228,2.7328,2.7328,2.9659,2.9659,2.9659,3.1709,3.1709,3.1709,3.1709,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $25 carbon allowance fee,62-AEO2018.46.co2fee25-d022318a,"GW","- -","- -",0.1629,0.1629,0.3703,0.7625,1.0565,1.0767,1.0767,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,2.9659,2.9659,2.9659,2.9659,2.9659,2.9659,2.9659,2.9659,2.9659,4.194901,4.194901,4.194901,4.194901,4.3999,4.4981,4.4981,4.4981,"- -"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel",62-AEO2018.47.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case,62-AEO2018.47.ref2018-d121317a,"GW","- -","- -",0.081,0.129,0.138,0.4516,0.4554,0.4554,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.476,0.476,0.476,0.5259,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.47.ref_cpp-d121317a,"GW","- -","- -",0.081,0.129,0.138,0.4516,0.4554,0.4554,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.476,0.476,0.476,0.476,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.47.co2fee15-d022318a,"GW","- -","- -",0.081,0.129,0.138,0.4516,0.4554,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.4634,0.476,0.476,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.47.co2fee25-d022318a,"GW","- -","- -",0.081,0.129,0.1344,0.4554,0.4634,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.4814,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.494,0.5259,0.5259,0.6083,0.6083,0.6899,0.6899,0.6899,0.6899,"- -"
Nuclear Power,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear",62-AEO2018.48.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case,62-AEO2018.48.ref2018-d121317a,"GW","- -","- -",0,0.8028,1.4105,1.4105,1.4105,1.4105,1.602889,1.79474,1.79474,1.79474,1.79474,1.987187,2.178923,2.178923,2.178923,2.388511,2.790994,2.982946,2.982946,2.982946,2.982946,2.982946,2.982946,2.982946,3.198658,3.414325,3.629778,3.845868,4.046402,4.246817,4.246817,4.246817,4.246817,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case with Clean Power Plan,62-AEO2018.48.ref_cpp-d121317a,"GW","- -","- -",0,0.8028,1.4105,1.4105,1.4105,1.4105,1.602889,1.79474,1.79474,1.79474,1.79474,1.987187,2.178923,2.178923,2.178923,2.388511,2.790994,2.982946,2.982946,2.982946,2.982946,2.982946,2.982946,2.982946,3.198658,3.414325,3.629778,3.845868,4.046402,4.246817,4.246817,4.246817,4.246817,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $15 carbon allowance fee,62-AEO2018.48.co2fee15-d022318a,"GW","- -","- -",0,0.8028,1.4105,1.4105,1.4105,1.4105,1.602889,1.79474,1.79474,1.79474,1.79474,1.987187,2.178923,2.178923,2.178923,2.388511,2.790994,2.982946,2.982946,2.982946,2.982946,2.982946,2.982946,2.982946,3.198658,3.414325,3.629778,3.845868,4.046402,4.246817,4.246817,4.246817,4.246817,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $25 carbon allowance fee,62-AEO2018.48.co2fee25-d022318a,"GW","- -","- -",0,0.8028,1.4105,1.4105,1.4105,1.4105,1.602889,1.79474,1.79474,1.79474,1.79474,1.987187,2.178923,2.178923,2.178923,2.388511,2.790994,2.982946,2.982946,2.982946,2.982946,2.982946,2.982946,2.982946,3.198658,3.414325,3.629778,3.845868,4.046402,4.246817,4.246817,4.246817,4.246817,"- -"
Pumped Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage",62-AEO2018.49.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case,62-AEO2018.49.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.49.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $15 carbon allowance fee,62-AEO2018.49.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $25 carbon allowance fee,62-AEO2018.49.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage",62-AEO2018.50.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case,62-AEO2018.50.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.50.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.50.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.50.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells",62-AEO2018.51.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case,62-AEO2018.51.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.51.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $15 carbon allowance fee,62-AEO2018.51.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $25 carbon allowance fee,62-AEO2018.51.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources",62-AEO2018.52.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case,62-AEO2018.52.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.52.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $15 carbon allowance fee,62-AEO2018.52.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $25 carbon allowance fee,62-AEO2018.52.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,"- -"
