"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-19&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-19~ref_cpp-d121317a.5-62-AEO2018.3-19~co2fee15-d022318a.5-62-AEO2018.3-19~co2fee25-d022318a.5-62-AEO2018.3-19&map=&sourcekey=1"
"Fri Sep 28 2018 10:41:18 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Renewable Sources": $15 carbon allowance fee,62-AEO2018.38.co2fee15-d022318a,"GW","- -","- -",0,0,0,0.03602,0.609538,0.661979,1.127365,1.707923,2.823925,5.429885,5.513705,5.96804,5.98004,5.99204,6.291964,6.303964,6.330163,6.354164,6.367605,6.561525,6.676273,7.001756,7.161286,7.889304,10.532065,10.541906,10.541906,10.745799,11.501074,11.501074,11.635842,11.635842,11.635842,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Renewable Sources": $25 carbon allowance fee,62-AEO2018.38.co2fee25-d022318a,"GW","- -","- -",0,0,0,0.03602,0.590939,0.687759,4.698534,7.580434,8.043918,8.230995,8.242995,8.279014,8.315013,8.376729,8.445484,8.531137,8.539187,8.58052,8.606949,8.6161,8.621675,8.679028,8.725595,8.771105,10.33539,10.33539,10.33539,10.52751,11.244726,11.566022,11.697067,11.961808,11.961808,"- -"
Distributed Generation,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation",62-AEO2018.39.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation": Reference case,62-AEO2018.39.ref2018-d121317a,"GW","- -","- -",0,0.032831,0.042942,0.050549,0.068391,0.090041,0.113807,0.135368,0.158495,0.182532,0.207077,0.232752,0.257782,0.286171,0.314049,0.343469,0.375565,0.410479,0.446057,0.483036,0.519101,0.556548,0.594169,0.633802,0.671994,0.712583,0.753864,0.890001,1.02602,1.16402,1.292913,1.423744,1.557701,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.39.ref_cpp-d121317a,"GW","- -","- -",0,0.032783,0.04241,0.06091,0.100161,0.106409,0.125543,0.141465,0.158592,0.177397,0.197599,0.219608,0.241659,0.266785,0.291522,0.317918,0.346754,0.378071,0.409907,0.443235,0.476361,0.510481,0.543267,0.577101,0.609179,0.717984,0.829571,0.946881,1.067427,1.19767,1.324097,1.454401,1.586937,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation": $15 carbon allowance fee,62-AEO2018.39.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01206,0.023956,0.036579,0.048737,0.062069,0.075472,0.089253,0.103189,0.11823,0.133689,0.149284,0.164236,0.17957,0.195252,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Distributed Generation": $25 carbon allowance fee,62-AEO2018.39.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Unplanned Additions,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions",62-AEO2018.40.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": Reference case,62-AEO2018.40.ref2018-d121317a,"GW","- -","- -",0,0.032831,0.042942,0.075549,0.368391,0.415041,0.463807,0.487368,0.760495,1.274906,1.561451,1.849126,2.251307,2.745989,3.754744,4.517453,5.056571,5.746054,6.554842,7.231439,11.548858,11.836305,11.873925,11.913558,12.20607,12.748389,14.757825,15.626338,16.045853,16.69663,17.360292,18.058483,18.732601,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": Reference case with Clean Power Plan,62-AEO2018.40.ref_cpp-d121317a,"GW","- -","- -",0,0.032783,0.04241,0.33591,0.650161,0.688109,0.732243,1.537291,3.020461,4.633355,4.915557,5.371836,6.18024,7.436145,8.048249,8.656924,8.935761,9.566429,10.359241,10.989964,11.593507,11.877626,14.824143,15.107977,15.140055,16.929293,18.824921,19.419474,19.961641,20.659027,22.004213,23.538652,24.682985,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": $15 carbon allowance fee,62-AEO2018.40.co2fee15-d022318a,"GW","- -","- -",0,0,0,0.03602,0.609538,1.062769,1.528155,2.108713,3.224715,5.830675,6.164495,6.935091,7.729081,7.991081,8.79423,9.838814,10.154769,10.557114,11.045437,12.061823,13.599268,14.45724,14.955784,16.405212,19.311377,20.130447,21.402578,22.824961,24.337296,25.200161,25.773668,27.391823,28.2118,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Unplanned Additions: Total Unplanned Additions": $25 carbon allowance fee,62-AEO2018.40.co2fee25-d022318a,"GW","- -","- -",0,0,0,0.28602,0.840939,1.136263,5.147038,8.278937,9.082179,10.228264,10.490263,10.894481,11.269338,11.72436,12.258659,12.974491,13.33052,14.286209,15.003714,15.846748,16.244444,16.708223,17.144096,17.639406,19.265982,20.730131,22.486399,23.750561,25.560074,27.4846,28.324121,29.645561,30.733301,"- -"
Cumulative Electric Power Sector Additions,"Electricity: Electric Power Sector: Cumulative Total Additions",62-AEO2018.41.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Total Additions": Reference case,62-AEO2018.41.ref2018-d121317a,"GW","- -","- -",1.2147,3.493431,3.503542,3.536149,3.828991,3.875641,3.924407,3.947968,4.221095,4.735506,5.022051,5.309726,5.711907,6.206589,7.215343,7.978053,8.517171,9.206654,10.015442,10.692039,15.009458,15.296905,15.334525,15.374158,15.66667,16.208988,18.218426,19.086937,19.506453,20.15723,20.820892,21.519083,22.193201,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Total Additions": Reference case with Clean Power Plan,62-AEO2018.41.ref_cpp-d121317a,"GW","- -","- -",1.2147,3.493383,3.50301,3.79651,4.110761,4.148708,4.192843,4.997891,6.481061,8.093955,8.376157,8.832436,9.64084,10.896745,11.508849,12.117524,12.396361,13.027029,13.819841,14.450563,15.054107,15.338226,18.284744,18.568577,18.600655,20.389893,22.285521,22.880074,23.422241,24.119627,25.464813,26.999252,28.143585,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Total Additions": $15 carbon allowance fee,62-AEO2018.41.co2fee15-d022318a,"GW","- -","- -",1.2147,3.4606,3.4606,3.49662,4.070138,4.523369,4.988755,5.569313,6.685315,9.291275,9.625095,10.395691,11.18968,11.451681,12.25483,13.299414,13.615369,14.017714,14.506037,15.522423,17.059868,17.917839,18.416384,19.865812,22.771976,23.591047,24.863178,26.285561,27.797895,28.660761,29.234268,30.852423,31.6724,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Total Additions": $25 carbon allowance fee,62-AEO2018.41.co2fee25-d022318a,"GW","- -","- -",1.2147,3.4606,3.4606,3.74662,4.301539,4.596863,8.607637,11.739537,12.542779,13.688864,13.950863,14.355081,14.729938,15.18496,15.719259,16.435091,16.791119,17.746809,18.464314,19.307348,19.705044,20.168823,20.604696,21.100006,22.726582,24.190731,25.946999,27.211161,29.020674,30.9452,31.784721,33.106163,34.193901,"- -"
Cumulative Retirements,,62-AEO2018.43.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Retirements: Coal",62-AEO2018.44.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case,62-AEO2018.44.ref2018-d121317a,"GW","- -","- -",0.837001,2.337001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,3.087001,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": Reference case with Clean Power Plan,62-AEO2018.44.ref_cpp-d121317a,"GW","- -","- -",0.837001,2.337001,3.203001,4.029001,4.029001,4.029001,4.409001,4.791001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,5.038001,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $15 carbon allowance fee,62-AEO2018.44.co2fee15-d022318a,"GW","- -","- -",0.837001,2.337001,3.854001,4.749001,5.378001,5.378001,5.378001,5.378001,5.378001,5.378001,5.378001,5.378001,5.378001,5.378001,5.378001,5.885002,5.885002,5.885002,5.885002,5.885002,7.478902,7.478902,7.478902,7.478902,7.478902,7.478902,7.478902,7.478902,7.478902,7.478902,7.478902,7.478902,7.478902,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Coal": $25 carbon allowance fee,62-AEO2018.44.co2fee25-d022318a,"GW","- -","- -",0.837001,2.337001,3.854001,4.616001,5.885002,5.885002,7.478902,7.895902,7.895902,7.895902,7.895902,7.895902,7.895902,7.895902,7.895902,7.895902,7.895902,7.895902,7.895902,7.895902,7.895902,8.688902,8.688902,8.688902,8.688902,8.688902,8.688902,8.688902,9.103902,9.103902,9.103902,9.103902,9.103902,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam",62-AEO2018.45.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case,62-AEO2018.45.ref2018-d121317a,"GW","- -","- -",0,0,0.466,0.466,0.466,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.512,0.732,0.732,0.732,0.732,0.732,0.732,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.45.ref_cpp-d121317a,"GW","- -","- -",0,0,0.62,0.62,0.62,0.666,0.666,0.666,0.666,0.666,0.741,0.741,0.741,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.148,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.449,1.449,1.449,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.45.co2fee15-d022318a,"GW","- -","- -",0,0,0.246,0.466,0.466,0.512,0.512,0.512,0.666,0.666,0.666,0.666,0.666,0.666,0.666,1.179,1.179,1.179,1.179,1.179,1.179,1.179,1.555,1.555,1.555,1.555,1.555,1.555,1.555,1.821,1.821,1.821,1.821,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.45.co2fee25-d022318a,"GW","- -","- -",0,0,0.246,0.466,0.466,0.512,0.666,1.179,1.179,1.179,1.179,1.179,1.179,1.179,1.179,1.179,1.224,1.6,1.6,1.866,1.866,1.866,1.866,1.866,1.866,1.866,1.866,1.866,2.041,2.041,2.041,2.113,2.113,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle",62-AEO2018.46.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case,62-AEO2018.46.ref2018-d121317a,"GW","- -","- -",0,0,0.089,0.089,0.089,0.2956,0.2956,0.2956,0.2956,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.46.ref_cpp-d121317a,"GW","- -","- -",0,0,0.089,0.089,0.089,0.2956,0.2956,0.2956,0.2956,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,0.5226,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $15 carbon allowance fee,62-AEO2018.46.co2fee15-d022318a,"GW","- -","- -",0,0,0.089,0.16,0.16,0.3666,0.3666,0.3666,0.3666,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,1.4256,1.4256,1.4256,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $25 carbon allowance fee,62-AEO2018.46.co2fee25-d022318a,"GW","- -","- -",0,0,0.089,0.16,0.16,0.3666,0.3666,0.3666,0.3666,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,0.5936,1.4256,1.4256,1.4256,1.4256,1.4256,1.4256,"- -"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel",62-AEO2018.47.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case,62-AEO2018.47.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.207,0.207,0.207,0.207,0.207,0.207,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.47.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.207,0.207,0.207,0.207,0.207,0.207,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.47.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.47.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.375,0.375,"- -"
Nuclear Power,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear",62-AEO2018.48.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case,62-AEO2018.48.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case with Clean Power Plan,62-AEO2018.48.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $15 carbon allowance fee,62-AEO2018.48.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $25 carbon allowance fee,62-AEO2018.48.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Pumped Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage",62-AEO2018.49.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case,62-AEO2018.49.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.49.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $15 carbon allowance fee,62-AEO2018.49.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $25 carbon allowance fee,62-AEO2018.49.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage",62-AEO2018.50.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case,62-AEO2018.50.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.50.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.50.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.50.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells",62-AEO2018.51.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case,62-AEO2018.51.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.51.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $15 carbon allowance fee,62-AEO2018.51.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $25 carbon allowance fee,62-AEO2018.51.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources",62-AEO2018.52.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case,62-AEO2018.52.ref2018-d121317a,"GW","- -","- -",0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.52.ref_cpp-d121317a,"GW","- -","- -",0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $15 carbon allowance fee,62-AEO2018.52.co2fee15-d022318a,"GW","- -","- -",0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $25 carbon allowance fee,62-AEO2018.52.co2fee25-d022318a,"GW","- -","- -",0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,"- -"
Total,"Electricity: Electric Power Sector: Cumulative Retirements: Total",62-AEO2018.53.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case,62-AEO2018.53.ref2018-d121317a,"GW","- -","- -",0.837001,2.337001,3.643001,3.643001,3.643001,3.895601,3.895601,3.895601,3.895601,4.122602,4.122602,4.122602,4.122602,4.122602,4.312602,4.312602,4.312602,4.312602,4.312602,4.312602,4.312602,4.312602,4.312602,4.312602,4.314602,4.314602,4.314602,4.551602,4.551602,4.551602,4.551602,4.551602,4.551602,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case with Clean Power Plan,62-AEO2018.53.ref_cpp-d121317a,"GW","- -","- -",0.837001,2.337001,3.913002,4.739002,4.739002,4.991602,5.371602,5.753602,6.000602,6.227602,6.302602,6.302602,6.302602,6.709602,6.709602,6.709602,6.709602,6.709602,6.709602,6.709602,6.899602,6.899602,7.044602,7.044602,7.046602,7.046602,7.046602,7.063602,7.063602,7.063602,7.219602,7.219602,7.219602,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $15 carbon allowance fee,62-AEO2018.53.co2fee15-d022318a,"GW","- -","- -",0.837001,2.337001,4.190001,5.376002,6.005002,6.257602,6.257602,6.257602,6.411602,6.638602,6.828602,6.828602,6.828602,6.828602,6.828602,7.848602,7.848602,7.848602,7.848602,7.848602,9.442503,9.442503,9.818502,9.818502,9.837502,9.837502,9.837502,9.837502,9.837502,10.103502,10.935502,10.935502,10.935502,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $25 carbon allowance fee,62-AEO2018.53.co2fee25-d022318a,"GW","- -","- -",0.837001,2.337001,4.190001,5.243001,6.512002,6.764602,8.512502,9.442502,9.442502,9.859503,9.859503,9.859503,9.859503,9.859503,9.859503,9.859503,9.904503,10.280502,10.280502,10.546502,10.546502,11.339502,11.339502,11.356503,11.358502,11.358502,11.358502,12.190502,12.780502,12.780502,12.780502,13.020502,13.020502,"- -"
End-Use Sectors,,62-AEO2018.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: End-Use Sectors: Capacity: Coal",62-AEO2018.57.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Coal": Reference case,62-AEO2018.57.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Coal": Reference case with Clean Power Plan,62-AEO2018.57.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $15 carbon allowance fee,62-AEO2018.57.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $25 carbon allowance fee,62-AEO2018.57.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Petroleum,"Electricity: End-Use Sectors: Capacity: Petroleum",62-AEO2018.58.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
