"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-20&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-20~ref_cpp-d121317a.5-62-AEO2018.3-20~co2fee15-d022318a.5-62-AEO2018.3-20~co2fee25-d022318a.5-62-AEO2018.3-20&map=&sourcekey=1"
"Fri Sep 28 2018 10:41:38 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.45.co2fee25-d022318a,"GW","- -","- -",0.844,2.3848,2.8148,5.3966,5.717599,5.9396,6.5796,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,8.0956,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle",62-AEO2018.46.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case,62-AEO2018.46.ref2018-d121317a,"GW","- -","- -",0,0,0,1.3392,1.3392,2.2362,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,3.0672,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.46.ref_cpp-d121317a,"GW","- -","- -",0,0,0,1.3392,1.3392,2.5372,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,3.3022,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $15 carbon allowance fee,62-AEO2018.46.co2fee15-d022318a,"GW","- -","- -",0,0,0,1.3392,2.0352,2.8433,4.1476,4.6576,4.6576,4.6576,4.6576,4.8926,4.8926,4.8926,4.8926,4.8926,4.8926,4.8926,4.8926,4.8926,4.8926,5.2127,6.9538,7.4999,8.0709,8.0709,8.0709,8.0709,8.0709,8.615901,9.1299,9.1299,9.1299,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combined Cycle": $25 carbon allowance fee,62-AEO2018.46.co2fee25-d022318a,"GW","- -","- -",0,0,0,1.3392,1.4082,2.3362,3.8833,3.8833,3.8833,3.8833,3.8833,3.8833,3.8833,4.2034,4.9777,5.758801,5.758801,5.758801,5.758801,5.758801,6.730801,8.0709,8.0709,8.615901,8.615901,8.615901,9.1299,9.1299,9.1299,9.1299,9.1299,9.894901,9.894901,"- -"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel",62-AEO2018.47.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case,62-AEO2018.47.ref2018-d121317a,"GW","- -","- -",0.014,0.014,0.0163,0.1859,2.1845,3.4454,3.4866,3.4866,3.4866,3.4866,3.4866,3.4866,3.5304,3.5304,3.5304,3.5304,3.5304,3.5304,3.5304,3.5304,3.5304,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,3.5354,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.47.ref_cpp-d121317a,"GW","- -","- -",0.014,0.014,0.0163,0.1859,2.1445,2.7237,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7649,2.7699,2.7699,2.7699,2.7699,2.7699,2.7699,2.7699,2.7699,2.7699,2.7699,2.7699,2.7699,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.47.co2fee15-d022318a,"GW","- -","- -",0.014,0.014,0.0163,0.1859,1.1045,1.2297,1.2297,1.2709,1.4359,1.549,1.549,1.549,1.5928,1.5928,1.5928,1.5928,1.5928,1.5928,1.5928,1.5928,1.5928,1.5978,1.5978,1.5978,1.5978,1.5978,1.5978,1.5978,1.5978,1.5978,1.5978,1.5978,1.5978,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.47.co2fee25-d022318a,"GW","- -","- -",0.014,0.014,0.0163,0.1859,1.8195,1.8195,1.8195,1.8607,1.8607,1.8607,1.8607,1.8607,1.9045,1.9045,1.9045,1.9045,1.9045,1.9045,1.9045,1.9045,1.9045,1.9095,1.9095,1.9095,1.9095,1.9095,1.9095,1.9095,1.9095,1.9095,1.9095,1.9095,1.9095,"- -"
Nuclear Power,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear",62-AEO2018.48.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case,62-AEO2018.48.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,1.122,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": Reference case with Clean Power Plan,62-AEO2018.48.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,1.122,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $15 carbon allowance fee,62-AEO2018.48.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,1.122,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Nuclear": $25 carbon allowance fee,62-AEO2018.48.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,1.122,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,2.24,"- -"
Pumped Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage",62-AEO2018.49.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case,62-AEO2018.49.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.49.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $15 carbon allowance fee,62-AEO2018.49.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Pumped Storage": $25 carbon allowance fee,62-AEO2018.49.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage",62-AEO2018.50.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case,62-AEO2018.50.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.50.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.50.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.50.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells",62-AEO2018.51.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case,62-AEO2018.51.ref2018-d121317a,"GW","- -","- -",0,0,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.51.ref_cpp-d121317a,"GW","- -","- -",0,0,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $15 carbon allowance fee,62-AEO2018.51.co2fee15-d022318a,"GW","- -","- -",0,0,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Fuel Cells": $25 carbon allowance fee,62-AEO2018.51.co2fee25-d022318a,"GW","- -","- -",0,0,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources",62-AEO2018.52.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case,62-AEO2018.52.ref2018-d121317a,"GW","- -","- -",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.02,0.02,0.02,0.02,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.52.ref_cpp-d121317a,"GW","- -","- -",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.02,0.02,0.02,0.02,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $15 carbon allowance fee,62-AEO2018.52.co2fee15-d022318a,"GW","- -","- -",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.02,0.02,0.02,0.02,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Renewable Sources": $25 carbon allowance fee,62-AEO2018.52.co2fee25-d022318a,"GW","- -","- -",0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.02,0.02,0.02,0.02,"- -"
Total,"Electricity: Electric Power Sector: Cumulative Retirements: Total",62-AEO2018.53.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case,62-AEO2018.53.ref2018-d121317a,"GW","- -","- -",0.875,2.4158,2.8492,6.9398,8.938398,11.639299,12.511499,16.073502,17.191502,17.191502,17.191502,17.191502,17.235302,17.235302,17.235302,17.235302,17.235302,17.235302,17.235302,17.235302,17.235302,17.240299,17.240299,17.240299,17.240299,17.240299,17.240299,17.240299,17.240299,17.243299,17.243299,17.243299,17.243299,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Retirements: Total": Reference case with Clean Power Plan,62-AEO2018.53.ref_cpp-d121317a,"GW","- -","- -",0.875,2.4158,2.8492,6.9398,9.120399,11.218599,12.024799,15.5868,18.2208,18.2208,18.2208,18.2208,18.2208,18.2208,18.2208,18.2208,18.2208,18.2208,18.2208,18.2208,18.2208,18.2258,18.2258,18.2258,18.2258,18.2258,18.2258,18.2258,18.2258,18.2288,18.2288,18.2288,18.2288,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $15 carbon allowance fee,62-AEO2018.53.co2fee15-d022318a,"GW","- -","- -",0.875,2.4158,2.8492,6.9398,9.097399,10.030701,11.335001,15.4482,18.247202,18.360302,18.360302,18.595303,18.639103,18.639103,18.639103,18.639103,18.639103,18.639103,18.639103,18.639103,18.639103,18.964203,20.705301,21.251402,21.822403,21.822403,21.822403,21.822403,21.822403,22.370403,22.884401,22.884401,22.884401,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Retirements: Total": $25 carbon allowance fee,62-AEO2018.53.co2fee25-d022318a,"GW","- -","- -",0.875,2.4158,2.8492,6.9398,8.9634,10.1134,12.300499,16.779701,17.897701,17.897701,17.897701,17.897701,17.941502,18.2616,19.0359,19.817001,19.817001,19.817001,19.817001,19.817001,20.789001,22.134102,22.134102,22.679102,22.679102,22.679102,23.1931,23.1931,23.1931,23.1961,23.1961,23.961102,23.961102,"- -"
End-Use Sectors,,62-AEO2018.56.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: End-Use Sectors: Capacity: Coal",62-AEO2018.57.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Coal": Reference case,62-AEO2018.57.ref2018-d121317a,"GW",0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,"0.0%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Coal": Reference case with Clean Power Plan,62-AEO2018.57.ref_cpp-d121317a,"GW",0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,"0.0%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $15 carbon allowance fee,62-AEO2018.57.co2fee15-d022318a,"GW",0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,"0.0%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Coal": $25 carbon allowance fee,62-AEO2018.57.co2fee25-d022318a,"GW",0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,0.065263,"0.0%"
Petroleum,"Electricity: End-Use Sectors: Capacity: Petroleum",62-AEO2018.58.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case,62-AEO2018.58.ref2018-d121317a,"GW",0.10623,0.092692,0.079163,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065628,0.065634,0.06564,0.065646,0.065652,0.065659,0.065665,0.065671,0.065677,0.065683,0.065689,0.065695,0.065701,0.065707,0.065713,"-1.0%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Petroleum": Reference case with Clean Power Plan,62-AEO2018.58.ref_cpp-d121317a,"GW",0.10623,0.092692,0.079163,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065628,0.065634,0.06564,0.065646,0.065652,0.065658,0.065665,0.065671,0.065677,0.065683,0.065692,0.065701,0.065707,0.065713,0.065719,0.065725,"-1.0%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $15 carbon allowance fee,62-AEO2018.58.co2fee15-d022318a,"GW",0.10623,0.092692,0.079163,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065628,0.065634,0.06564,0.065646,0.065652,0.065658,0.065665,0.065671,0.065677,0.065683,0.065692,0.065701,0.06571,0.065719,0.065726,0.065732,"-1.0%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Petroleum": $25 carbon allowance fee,62-AEO2018.58.co2fee25-d022318a,"GW",0.10623,0.092692,0.079163,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065625,0.065628,0.065634,0.06564,0.065646,0.065652,0.065658,0.065665,0.065671,0.065677,0.065686,0.065695,0.065704,0.065713,0.065723,0.065732,0.065741,"-1.0%"
Natural Gas,"Electricity: End-Use Sectors: Capacity: Natural Gas",62-AEO2018.59.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Natural Gas": Reference case,62-AEO2018.59.ref2018-d121317a,"GW",2.384458,2.412861,2.433459,2.423403,2.46099,2.499983,2.551897,2.601659,2.525288,2.542815,2.564489,2.651561,2.73592,2.769849,2.845267,2.901036,2.999408,3.088106,3.173056,3.271005,3.378689,3.476922,3.574525,3.664279,3.797595,3.907527,4.01146,4.133348,4.237473,4.342939,4.435409,4.546269,4.648987,4.74166,4.840268,"2.1%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Natural Gas": Reference case with Clean Power Plan,62-AEO2018.59.ref_cpp-d121317a,"GW",2.384513,2.413536,2.435213,2.426765,2.46654,2.504502,2.562573,2.605829,2.526757,2.560143,2.58152,2.683556,2.755617,2.808535,2.848026,2.925408,3.023103,3.106613,3.204799,3.302713,3.406377,3.525254,3.62447,3.727765,3.865479,3.978531,4.068103,4.212917,4.317365,4.430613,4.529886,4.641003,4.754841,4.864143,4.957514,"2.2%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Natural Gas": $15 carbon allowance fee,62-AEO2018.59.co2fee15-d022318a,"GW",2.395622,2.426519,2.450176,2.443784,2.485542,2.530584,2.592895,2.663432,2.615623,2.640446,2.663489,2.765731,2.860276,2.942997,2.998401,3.073474,3.174662,3.272036,3.38241,3.485624,3.610643,3.715931,3.835868,3.948682,4.10725,4.225565,4.316094,4.447359,4.580397,4.700554,4.818975,4.93624,5.052814,5.167627,5.279824,"2.4%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Natural Gas": $25 carbon allowance fee,62-AEO2018.59.co2fee25-d022318a,"GW",2.395366,2.427203,2.452099,2.447067,2.490936,2.541795,2.603683,2.682161,2.760931,2.677313,2.716536,2.808769,2.923186,3.007568,3.071795,3.155296,3.2935,3.369274,3.549472,3.673488,3.802616,3.914387,4.022299,4.134027,4.248977,4.366844,4.486918,4.609493,4.735406,4.86701,4.999355,5.131823,5.263305,5.394469,5.523735,"2.5%"
Other Gaseous Fuels,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels",62-AEO2018.60.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": Reference case,62-AEO2018.60.ref2018-d121317a,"GW",0.3197,0.36966,0.41561,0.440953,0.440953,0.440132,0.440953,0.440953,0.384508,0.371257,0.356104,0.371743,0.383444,0.370081,0.374091,0.364496,0.374657,0.378284,0.378113,0.383454,0.393068,0.396995,0.399849,0.398186,0.417865,0.424566,0.426779,0.43673,0.436721,0.435457,0.428267,0.431625,0.432825,0.429667,0.429699,"0.5%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": Reference case with Clean Power Plan,62-AEO2018.60.ref_cpp-d121317a,"GW",0.3197,0.36966,0.41561,0.440953,0.440953,0.438165,0.440424,0.438858,0.379846,0.373386,0.35696,0.379309,0.383804,0.379296,0.363951,0.363862,0.371686,0.370683,0.375786,0.379653,0.38549,0.397811,0.399416,0.402375,0.421838,0.427446,0.419404,0.43814,0.43522,0.4347,0.428357,0.429227,0.432964,0.435993,0.431544,"0.5%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": $15 carbon allowance fee,62-AEO2018.60.co2fee15-d022318a,"GW",0.3197,0.36966,0.41561,0.440953,0.440953,0.439685,0.440953,0.440953,0.380225,0.367323,0.348397,0.366525,0.377538,0.379082,0.366211,0.359695,0.363971,0.364901,0.371014,0.372512,0.384459,0.386031,0.395348,0.400457,0.427594,0.432957,0.422967,0.43236,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,"0.5%"
$25 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Other Gaseous Fuels": $25 carbon allowance fee,62-AEO2018.60.co2fee25-d022318a,"GW",0.3197,0.36966,0.41561,0.440953,0.440953,0.440953,0.439821,0.440953,0.440953,0.370065,0.356178,0.365496,0.382593,0.381329,0.368858,0.363665,0.3852,0.373941,0.414651,0.425409,0.437861,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,0.440953,"0.5%"
Renewable Sources,"Electricity: End-Use Sectors: Capacity: Renewable Sources",62-AEO2018.61.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: End-Use Sectors: Capacity: Renewable Sources": Reference case,62-AEO2018.61.ref2018-d121317a,"GW",5.747767,7.062475,8.37755,9.68115,10.916943,12.100243,13.139647,14.12182,15.148588,16.240425,17.403399,18.622904,19.896687,21.236431,22.648664,24.119537,25.6322,27.197113,28.809141,30.479164,32.185474,33.938469,35.754673,37.622711,39.561249,41.558598,43.621208,45.773151,47.98917,50.271496,52.651482,55.124065,57.677956,60.351643,63.100636,"6.9%"
Reference case with Clean Power Plan,"Electricity: End-Use Sectors: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.61.ref_cpp-d121317a,"GW",5.747767,7.063051,8.378603,9.68309,10.922032,12.110274,13.153489,14.139916,15.171266,16.268764,17.438469,18.665459,19.947617,21.298052,22.723118,24.209024,25.741877,27.329639,28.962011,30.64473,32.373299,34.149929,35.990608,37.881351,39.845207,41.86198,43.959538,46.149849,48.410561,50.747654,53.165585,55.650616,58.221764,60.898518,63.655998,"6.9%"
$15 carbon allowance fee,"Electricity: End-Use Sectors: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.61.co2fee15-d022318a,"GW",5.747767,7.062569,8.37805,9.682815,10.927202,12.132204,13.193593,14.194932,15.23513,16.342142,17.526762,18.772421,20.074678,21.447979,22.892986,24.400669,25.957504,27.562294,29.217014,30.932018,32.691422,34.494286,36.351604,38.259872,40.261589,42.334198,44.470802,46.698822,48.998436,51.357319,53.800285,56.328655,58.964855,61.728989,64.578896,"6.9%"
